ward,type,location,year,est_cost,id,address,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
34,Sidewalk Menu,10636 S PEORIA ST,2016,1582.375,30163,10636 S PEORIA ST,census,"c(-87.6450771139999, 41.7007283)",34,21,34021
9,Bollard Menu,10645 S INDIANA AV,2008,714,6846,10645 S INDIANA AV,census,"c(-87.618465642, 41.7011424880001)",9,32,09032
34,Sidewalk Menu,10656 S PEORIA ST,2016,1582.375,30163,10656 S PEORIA ST,census,"c(-87.645067925, 41.700418187)",34,21,34021
48,Sidewalk Menu,1066 W AINSLIE ST,2017,18748.49,41936,1066 W AINSLIE ST,google,"c(-87.6569854, 41.9715498)",48,35,48035
34,Sidewalk Menu,10700 S EMERALD AVE,2018,12562.83,30249,10700 S EMERALD AVE,google,"c(-87.6417367, 41.6992471)",34,2,34002
10,Sidewalk Menu,10700 S GREEN BAY AVE,2017,12768.17,8236,10700 S GREEN BAY AVE,census,"c(-87.5413487229999, 41.7008118860001)",10,39,10039
10,Sidewalk Menu,10701 S AVENUE M,2022,7906,8500,10701 S AVENUE M,census,"c(-87.537689287, 41.700787819)",10,11,10011
10,Sidewalk Menu,10718 S MACKINAW AVE,2018,5180.5,8278,10718 S MACKINAW AVE,census,"c(-87.542567778, 41.7005281780001)",10,39,10039
10,Sidewalk Menu,10721 S HOXIE AVE,2019,652,8341,10721 S HOXIE AVE,census,"c(-87.560766415, 41.7005092470001)",10,40,10040
10,Sidewalk Menu,10726 S AVENUE F,2019,9189,8327,10726 S AVENUE F,census,"c(-87.5304568079999, 41.7003464040001)",10,38,10038
10,Sidewalk Menu,10740 S AVENUE F,2022,2267.96,8501,10740 S AVENUE F,census,"c(-87.5304576089999, 41.7001283650001)",10,38,10038
9,Sidewalk Menu,10744 S EBERHART AVE,2022,6710.71,7317,10744 S EBERHART AVE,census,"c(-87.6111043349999, 41.6990622970001)",9,9,09009
10,Sidewalk Menu,10749 S AVENUE H,2022,1577.48,8502,10749 S AVENUE H,census,"c(-87.53285543, 41.700015901)",10,31,10031
10,Sidewalk Menu,10751 S AVENUE G,2020,5888.61,8370,10751 S AVENUE G,census,"c(-87.531647396, 41.699960258)",10,38,10038
10,Sidewalk Menu,10755 S AVENUE F,2016,6462.19,8189,10755 S AVENUE F,census,"c(-87.530443726, 41.699910297)",10,38,10038
34,Sidewalk Menu,10756 S LOWE AVE,2017,1381.86,30212,10756 S LOWE AVE,census,"c(-87.638935883, 41.69844927)",34,2,34002
34,Sidewalk Menu,10756 S LOWE AVE,2018,15056.86,30246,10756 S LOWE AVE,census,"c(-87.638935883, 41.69844927)",34,2,34002
10,Sidewalk Menu,10757 S GREEN BAY AVE,2021,4323.52,8425,10757 S GREEN BAY AVE,census,"c(-87.541335324, 41.6999395080001)",10,39,10039
6,Street Light Upgrade Menu,108 E 83RD ST,2019,500,4947,108 E 83RD ST,census,"c(-87.620943376, 41.7437169520001)",6,41,06041
2,Street Light Residential Staggered Piggy Back Menu,108 W GERMANIA PL,2019,12052.76,2369,108 W GERMANIA PL,census,"c(-87.6317554829999, 41.9104347680001)",42,33,42033
34,Guardrail Menu,10800 S EGGLESTON AV,2008,800,29673,10800 S EGGLESTON AV,census,"c(-87.634112145, 41.69777615)",34,30,34030
10,Street Lighting,10800 S HOXIE AVE,2011,3500,7941,10800 S HOXIE AVE,census,"c(-87.5607609749999, 41.69907706)",10,40,10040
10,Sidewalk Menu,10800 S TORRENCE AVE,2021,1455.29666666667,8426,10800 S TORRENCE AVE,census,"c(-87.559554471, 41.6990474720001)",10,40,10040
9,High Definition Camera,10800 S. Langley,2013,22500,7033,10800 S. Langley,google,"c(-87.6059593, 41.6973572)",9,42,09042
10,Sidewalk Menu,10801 S MACKINAW AVE,2019,12530,8336,10801 S MACKINAW AVE,census,"c(-87.5425533499999, 41.698994628)",10,39,10039
10,POD Camera,10801 S. Hoxie,2010,1800,7937,10801 S. Hoxie,census,"c(-87.560746291, 41.699077177)",10,40,10040
10,Sidewalk Menu,10810 S AVENUE N,2019,4094,8325,10810 S AVENUE N,google,"c(-87.5392041, 41.6986874)",10,39,10039
10,Bollard Menu,10810 S BUFFALO AV,2007,4284,7702,10810 S BUFFALO AV,census,"c(-87.543778021, 41.6988361900001)",10,46,10046
10,Sidewalk Menu,10823 S AVENUE O,2021,4808.5,8427,10823 S AVENUE O,census,"c(-87.5400766449999, 41.69864691)",10,39,10039
10,Sidewalk Menu,10825 S AVENUE B,2019,9089,8337,10825 S AVENUE B,census,"c(-87.525771457, 41.6985329560001)",10,20,10020
10,Sidewalk Menu,10826 S AVENUE N,2017,4044.46,8230,10826 S AVENUE N,census,"c(-87.537703972, 41.698569595)",10,11,10011
10,Sidewalk Menu,10836 S AVENUE J,2020,6176.42,8372,10836 S AVENUE J,census,"c(-87.534082053, 41.6983968820001)",10,11,10011
10,Alley Speed Hump Menu,10836 S EWING AVE,2019,700,8314,10836 S EWING AVE,census,"c(-87.5352880189999, 41.698402464)",10,11,10011
10,Sidewalk Menu,10844 S AVENUE J,2021,5577.62,8428,10844 S AVENUE J,census,"c(-87.534082053, 41.6982728400001)",10,11,10011
10,Sidewalk Menu,10858 S GREEN BAY AVE,2021,3746.5,8429,10858 S GREEN BAY AVE,census,"c(-87.541350009, 41.698091317)",10,39,10039
10,Sidewalk Menu,10859 S MACKINAW AVE,2017,20765.91,8227,10859 S MACKINAW AVE,census,"c(-87.5425533499999, 41.6980913240001)",10,39,10039
19,Miscellaneous CDOT Projects,10859 S TALMAN AVE,2022,660,16846,10859 S TALMAN AVE,census,"c(-87.6874355689999, 41.6961492680001)",19,46,19046
10,POD Camera,10900 S. Ave. J,2009,25000,7902,10900 S. Ave. J,census,"c(-87.534082053, 41.6971448360001)",10,11,10011
34,Street Light Arterial,10905 S NORMAL,2012,3500,29962,10905 S NORMAL,google,"c(-87.6349673, 41.6958589)",34,36,34036
9,Guardrail Menu,10909 S COTTAGE GROVE AV,2007,1200,6820,10909 S COTTAGE GROVE AV,census,"c(-87.6088184, 41.6972561540001)",9,42,09042
10,Sidewalk Menu,10918 S BUFFALO AVE,2021,1355.82,8430,10918 S BUFFALO AVE,census,"c(-87.543787944, 41.6969041670001)",10,46,10046
10,Sidewalk Menu,10927 S AVENUE L,2021,12254.54,8431,10927 S AVENUE L,census,"c(-87.536479301, 41.696747369)",10,11,10011
10,Street Resurfacing Menu,10931 S BUFFALO AVE,2020,4382.495,8387,10931 S BUFFALO AVE,census,"c(-87.543774087, 41.6967184800001)",10,46,10046
10,Street Resurfacing Menu,10939 S BUFFALO AVE,2020,4382.495,8387,10939 S BUFFALO AVE,census,"c(-87.5437746379999, 41.6965947140001)",10,46,10046
10,Sidewalk Menu,10946 S EWING AVE,2022,5740.94,8503,10946 S EWING AVE,census,"c(-87.5352880189999, 41.6964352000001)",10,11,10011
19,Street Resurfacing Menu,10954 S FAIRFIELD AVE,2021,1699.845,16823,10954 S FAIRFIELD AVE,census,"c(-87.6898561959999, 41.6943639190001)",19,17,19017
5,Sidewalk Menu,1100 E MIDWAY PLAISANCE,2016,17712.505,4323,1100 E MIDWAY PLAISANCE,google,"c(-87.5992537, 41.7871844)",5,27,05027
37,Street Speed Hump Menu,1100 N KEDVALE AVE,2018,1850,32919,1100 N KEDVALE AVE,census,"c(-87.7299502829999, 41.900931819)",37,8,37008
37,Street Lighting,1100 N LATROBE AV,2006,2200,32399,1100 N LATROBE AV,census,"c(-87.7569735719999, 41.9005538810001)",37,23,37023
29,Curb & Gutter Menu,1100 N MAYFIELD AVE,2019,6244.77,25383,1100 N MAYFIELD AVE,census,"c(-87.772888285, 41.9003602990001)",29,13,29013
27,2 POD CAMERAS: 1100 N MONTICELLO AVE & 1200 N MONTICELLO AVE,1100 N MONTICELLO AVE,2019,24776,23863,1100 N MONTICELLO AVE,census,"c(-87.7177259329999, 41.9010224570001)",27,24,27024
29,Sidewalk Menu,1100 N PARKSIDE AVE,2018,27556.12,25333,1100 N PARKSIDE AVE,census,"c(-87.766809134, 41.900415943)",29,46,29046
27,POD Camera: 1100 N. Ridgeway Ave,1100 N RIDGEWAY AVE,2019,24776,23867,1100 N RIDGEWAY AVE,census,"c(-87.720165062, 41.901010129)",27,24,27024
2,1 PTZ Camera - NW 1100 N State,1100 N STATE ST,2022,24776,2456,1100 N STATE ST,google,"c(-87.6285677, 41.9020886)",42,60,42060
49,Street Speed Hump Menu,1100 W ALBION AVE,2016,1850,42762,1100 W ALBION AVE,census,"c(-87.6590724449999, 42.002582353)",49,7,49007
48,Street Lighting,1100 W BERWYN AV,2009,800,41625,1100 W BERWYN AV,google,"c(-87.6578791, 41.97817)",48,45,48045
43,In-Road State Law Stop For Pedestrians Sign Menu,1100 W FULLERTON AVE,2022,175,38086,1100 W FULLERTON AVE,google,"c(-87.6562694, 41.9256224)",43,2,43002
43,Sidewalk Menu,1100 W WEBSTER AVE,2020,45855.65,38022,1100 W WEBSTER AVE,census,"c(-87.65601044, 41.9217049170001)",32,49,32049
44,Street Light Upgrade Menu,1100 W WOLFRAM ST,2017,500,38729,1100 W WOLFRAM ST,census,"c(-87.6564590849999, 41.9335097160001)",44,40,44040
25,POD Camera,1100 W. 18 th St.,2009,16738,21680,1100 W. 18 th St.,census,"c(-87.6534123119999, 41.858003377)",25,17,25017
25,POD Camera,1100 W. 18 th St.,2010,8262,21821,1100 W. 18 th St.,census,"c(-87.6534123119999, 41.858003377)",25,17,25017
5,Sidewalk Menu,1101 E MIDWAY PLAISANCE,2016,17712.505,4323,1101 E MIDWAY PLAISANCE,google,"c(-87.5992537, 41.7871844)",5,27,05027
37,Miscellaneous CDOT Projects,1101 N LONG AVE,2019,6000,32955,1101 N LONG AVE,google,"c(-87.7605153, 41.9005016)",37,7,37007
29,Curb & Gutter Menu,1101 N MAYFIELD AVE,2019,5163.43666666667,25384,1101 N MAYFIELD AVE,census,"c(-87.7717234959999, 41.867214501)",29,34,29034
24,Sidewalk Menu,1101 S KEELER AVE,2021,17633.09,21247,1101 S KEELER AVE,census,"c(-87.730116459, 41.867890441)",24,22,24022
28,Sidewalk Menu,1101 S RICHMOND ST,2021,2095.88,24765,1101 S RICHMOND ST,census,"c(-87.699608041, 41.8681927320001)",28,54,28054
49,Sidewalk Menu,1101 W NORTH SHORE AVE,2021,2312.33,42972,1101 W NORTH SHORE AVE,census,"c(-87.658775165, 42.003709196)",49,7,49007
27,Sidewalk Menu,1103 N RIDGEWAY AVE,2021,3214.67,23922,1103 N RIDGEWAY AVE,census,"c(-87.720150858, 41.9010339500001)",27,24,27024
9,Sidewalk Menu,11036 S INDIANA AVE,2022,11533.455,7318,11036 S INDIANA AVE,census,"c(-87.618282359, 41.6939474540001)",9,43,09043
19,Miscellaneous-CDOT,11039 S Christiana,2010,15369,16462,11039 S Christiana,google,"c(-87.7043086, 41.6923038)",19,54,19054
34,Sidewalk Menu,1104 W 104TH PL,2016,2346.18,30165,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34,35,34035
34,Sidewalk Menu,1104 W 104TH PL,2017,3198.36,30211,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34,35,34035
34,Sidewalk Menu,1104 W 104TH PL,2018,8739.36,30244,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34,35,34035
34,Sidewalk Menu,1104 W 104TH PL,2018,28335.22,30245,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34,35,34035
34,Guardrail Menu,11043 S VINCENNES AV,2006,460,29529,11043 S VINCENNES AV,google,"c(-87.662704, 41.69267)",34,19,34019
34,Bollard Menu,11044 S PRINCETON AV,2006,1428,29522,11044 S PRINCETON AV,census,"c(-87.630329812, 41.6932041060001)",34,37,34037
10,Sidewalk Menu,11045 S AVENUE L,2022,4461.82,8504,11045 S AVENUE L,census,"c(-87.536479301, 41.69464909)",10,27,10027
10,Sidewalk Menu,11048 S AVENUE N,2019,14798,8330,11048 S AVENUE N,google,"c(-87.5391798, 41.6940816)",10,27,10027
29,Miscellaneous CDOT Projects,1105 N MASSASOIT AVE,2021,150,25470,1105 N MASSASOIT AVE,census,"c(-87.7692296549999, 41.9004792910001)",29,46,29046
1,Sidewalk Menu,1107 N HERMITAGE AVE,2016,443.94,690,1107 N HERMITAGE AVE,google,"c(-87.6708901, 41.9024648)",1,47,01047
29,Miscellaneous CDOT Projects,1107 N MASSASOIT AVE,2021,150,25471,1107 N MASSASOIT AVE,census,"c(-87.769230695, 41.9005105090001)",29,46,29046
26,Alley Apron Menu,1107 N SACRAMENTO AVE,2018,20904.63,22904,1107 N SACRAMENTO AVE,google,"c(-87.7015, 41.9013158)",26,27,26027
25,Sidewalk Menu,1108 W MADISON ST,2016,4971.26,22040,1108 W MADISON ST,google,"c(-87.6549045, 41.8818314)",27,7,27007
26,Sidewalk Menu,1109 N SACRAMENTO AVE,2016,3204.76,22814,1109 N SACRAMENTO AVE,google,"c(-87.7014803, 41.9014002)",26,27,26027
16,Curb & Gutter Menu,1109 W GARFIELD BLVD,2022,32341.79,14659,1109 W GARFIELD BLVD,census,"c(-87.652823348, 41.793821338)",16,15,16015
26,Alley Resurfacing Menu,1110 N MOZART ST,2022,22461.11,23133,1110 N MOZART ST,census,"c(-87.698094338, 41.9013185740001)",26,27,26027
34,Miscellaneous-CDOT,11100 S Halstead St.,2010,20598,29809,11100 S Halstead St.,census,"c(-87.642380741, 41.6923085020001)",34,43,34043
9,Sidewalk Menu,11100 S LANGLEY AVE,2019,41729.71,7224,11100 S LANGLEY AVE,google,"c(-87.6060003, 41.692809)",9,37,09037
9,Sidewalk Menu,11100 S LANGLEY AVE,2019,6166.59,7225,11100 S LANGLEY AVE,google,"c(-87.6060003, 41.692809)",9,37,09037
1,Sidewalk Menu,1111 N PAULINA ST,2022,3172.43,1007,1111 N PAULINA ST,google,"c(-87.6697653, 41.9026288)",1,2,01002
4,Street Bump Outs Menu,1111 S WABASH AVE,2021,6190.7,3788,1111 S WABASH AVE,census,"c(-87.625838492, 41.868424051)",2,8,02008
4,Sidewalk Menu,1112 S WABASH AVE,2016,6539.65,3617,1112 S WABASH AVE,census,"c(-87.625873734, 41.869081201)",2,53,02053
25,Alley Resurfacing Menu,1112 W CULLERTON ST,2018,23494.04,22103,1112 W CULLERTON ST,census,"c(-87.653932422, 41.8552419740001)",25,2,25002
25,Sidewalk Menu,1112 W TAYLOR ST,2022,13593.6,22284,1112 W TAYLOR ST,census,"c(-87.6548140629999, 41.869455519)",25,27,25027
25,Alley Resurfacing Menu,1112 W TAYLOR ST,2021,6155.3,22222,1112 W TAYLOR ST,census,"c(-87.6548140629999, 41.869455519)",25,27,25027
1,Sidewalk Menu,1113 N HERMITAGE AVE,2016,443.94,690,1113 N HERMITAGE AVE,google,"c(-87.6708806, 41.9026682)",1,47,01047
34,Street Light Upgrade Menu,11132 S ASHLAND AVE,2017,500,30222,11132 S ASHLAND AVE,google,"c(-87.6626689, 41.7202573)",21,1,21001
10,Sidewalk Menu,11137 S EWING AVE,2018,3076,8273,11137 S EWING AVE,census,"c(-87.5352733349999, 41.6927593)",10,27,10027
44,Alley Apron Menu,1114 W ROSCOE ST,2016,9738.07,38634,1114 W ROSCOE ST,google,"c(-87.6573616, 41.9436982)",44,38,44038
34,Street Light Upgrade Menu,11142 S ASHLAND AVE,2017,500,30222,11142 S ASHLAND AVE,google,"c(-87.6626689, 41.7202573)",21,1,21001
26,Sidewalk Menu,1115 N FRANCISCO AVE,2022,1759.97,23178,1115 N FRANCISCO AVE,census,"c(-87.69836091, 41.8674521400001)",28,54,28054
43,Alley Apron Menu,1115 W BELDEN AVE,2016,3180.12,37783,1115 W BELDEN AVE,census,"c(-87.656702652, 41.923501806)",32,49,32049
43,Alley Apron Menu,1115 W BELDEN AVE,2017,7736.8,37869,1115 W BELDEN AVE,census,"c(-87.656702652, 41.923501806)",32,49,32049
43,Street Light Upgrade Menu,1115 W DIVERSEY PKWY,2016,450,37857,1115 W DIVERSEY PKWY,google,"c(-87.6565005, 41.932376)",32,32,32032
44,Sidewalk Menu,1119 W GRACE ST,2018,3031.42,38761,1119 W GRACE ST,google,"c(-87.657645, 41.9510711)",44,31,44031
34,Sidewalk Menu,11201 S GREEN ST,2021,28286.69,30350,11201 S GREEN ST,census,"c(-87.643524101, 41.6903798270001)",34,43,34043
37,Sidewalk Menu,1121 N KEYSTONE AVE,2019,36505.63,32959,1121 N KEYSTONE AVE,census,"c(-87.727479032, 41.9012888120001)",27,2,27002
27,Street Light Upgrade Menu,1122 N LAWNDALE AVE,2019,500,23875,1122 N LAWNDALE AVE,google,"c(-87.7192137, 41.9016599)",27,24,27024
26,Sidewalk Menu,1123 N SACRAMENTO AVE,2021,5689.13,23112,1123 N SACRAMENTO AVE,census,"c(-87.7017787359999, 41.9017777400001)",26,27,26027
48,Sidewalk Menu,1123 W THORNDALE AVE,2017,479.26,41937,1123 W THORNDALE AVE,census,"c(-87.65921532, 41.9900324550001)",48,16,48016
44,Sidewalk Menu,1123 W WELLINGTON AVE,2016,2563.73,38657,1123 W WELLINGTON AVE,census,"c(-87.657368551, 41.9362156010001)",44,27,44027
37,Alley Speed Hump Menu,1124 N PULASKI RD,2022,700,33071,1124 N PULASKI RD,census,"c(-87.7262744239999, 41.9015810110001)",27,2,27002
2,Street Lighting,1124 S ASHLAND AV,2009,1000,1632,1124 S ASHLAND AV,google,"c(-87.6666729, 41.8676973)",2,2,02002
44,Miscellaneous CDOT Projects,1124 W BARRY AVE,2019,582.5,38786,1124 W BARRY AVE,census,"c(-87.657426437, 41.9380478050001)",44,10,44010
44,Miscellaneous CDOT Projects,1125 W WELLINGTON AVE,2019,500,38791,1125 W WELLINGTON AVE,census,"c(-87.657446911, 41.936215401)",44,27,44027
10,Curb & Gutter Menu,11256 S AVENUE H,2022,23614.28,8488,11256 S AVENUE H,census,"c(-87.532872066, 41.6906154070001)",10,19,10019
44,Alley Resurfacing Menu (1-1),1128 W NEWPORT AVE,2018,23116.295,38743,1128 W NEWPORT AVE,census,"c(-87.657987156, 41.9444289640001)",44,38,44038
49,Sidewalk Menu,1130 W NORTH SHORE AVE,2018,1321.85,42872,1130 W NORTH SHORE AVE,census,"c(-87.659698202, 42.003706509)",49,7,49007
9,POD Camera,11300 E. Edbrooke,2010,20000,6955,11300 E. Edbrooke,google,"c(-87.6196766, 41.6889104)",9,31,09031
26,Sidewalk Menu,1131 N FRANCISCO AVE,2021,2847.95,23113,1131 N FRANCISCO AVE,census,"c(-87.698358659, 41.867371099)",28,54,28054
27,Alley Speed Hump Menu,1131 N RIDGEWAY AVE,2017,350,23792,1131 N RIDGEWAY AVE,census,"c(-87.7201598519999, 41.9013649450001)",27,24,27024
44,Miscellaneous CDOT Projects,1133 W CORNELIA AVE,2019,582.5,38786,1133 W CORNELIA AVE,google,"c(-87.6583064, 41.9451734)",44,38,44038
43,Miscellaneous CDOT Projects,1135 W BELDEN AVE,2018,1000,37943,1135 W BELDEN AVE,census,"c(-87.656808166, 41.9234994610001)",32,49,32049
34,Bollard Menu,11352 S BISHOP ST,2006,714,29521,11352 S BISHOP ST,census,"c(-87.6584322739999, 41.6868051660001)",34,55,34055
9,Street Light Upgrade Menu,11361 S INDIANA AVE,2017,406,7148,11361 S INDIANA AVE,google,"c(-87.617737, 41.687281)",9,31,09031
16,Miscellaneous CDOT Projects,1137 W 63RD ST,2022,101,14661,1137 W 63RD ST,census,"c(-87.65376384, 41.779616807)",16,28,16028
44,Miscellaneous CDOT Projects,1139 W WELLINGTON AVE,2019,500,38791,1139 W WELLINGTON AVE,census,"c(-87.6579211919999, 41.936206708)",44,27,44027
17,Alley Resurfacing Menu,1140 W 79TH ST,2017,15039.59,15179,1140 W 79TH ST,census,"c(-87.652775597, 41.750515503)",17,55,17055
21,Sidewalk Menu,1140 W 90TH ST,2022,4301.87,18468,1140 W 90TH ST,census,"c(-87.652380094, 41.7304826340001)",21,44,21044
34,Curb & Gutter Menu,11400 S WALLACE ST,2016,9404.71,30152,11400 S WALLACE ST,census,"c(-87.6373722289999, 41.6868545680001)",34,23,34023
9,Street Light Upgrade Menu,11404 S INDIANA AVE,2017,406,7148,11404 S INDIANA AVE,census,"c(-87.618100376, 41.686648743)",9,31,09031
44,Alley Apron Menu,1141 W WOLFRAM ST,2016,7564.47,38640,1141 W WOLFRAM ST,census,"c(-87.65782785, 41.9334769880001)",44,40,44040
37,Sidewalk Menu,1142 N KARLOV AVE,2022,2988.17,33088,1142 N KARLOV AVE,census,"c(-87.727647688, 41.8668456250001)",24,22,24022
44,Alley Apron Menu,1142 W GEORGE ST,2022,41172.68,38886,1142 W GEORGE ST,census,"c(-87.657157318, 41.934409079)",44,40,44040
49,Alley Speed Hump Menu,1142 W NORTH SHORE AVE,2016,700,42719,1142 W NORTH SHORE AVE,census,"c(-87.659894077, 42.003703611)",49,7,49007
34,Curb & Gutter Menu,11421 S ASHLAND AVE,2016,2859.06,30155,11421 S ASHLAND AVE,google,"c(-87.6626996, 41.720848)",21,1,21001
9,Curb & Gutter Menu,11424 S CHAMPLAIN AVE,2020,29206.28,7252,11424 S CHAMPLAIN AVE,census,"c(-87.6070943679999, 41.686955041)",9,25,09025
21,Miscellaneous-BOE,1143 W 91 ST,2007,1000,17680,1143 W 91 ST,google,"c(-87.6521253, 41.7286537)",21,10,21010
34,Curb & Gutter Menu,11430 S PARNELL AVE,2019,4427.09,30281,11430 S PARNELL AVE,census,"c(-87.6361412749999, 41.686124105)",34,23,34023
37,Alley Apron Menu,1144 N LONG AVE,2017,27925.31,32825,1144 N LONG AVE,census,"c(-87.76087882, 41.901492123)",37,7,37007
44,Alley Apron Menu,1145 W OAKDALE AVE,2022,18813.92,38887,1145 W OAKDALE AVE,census,"c(-87.657215776, 41.935299957)",44,40,44040
44,Alley Apron Menu,1145 W WELLINGTON AVE,2016,1374.87,38639,1145 W WELLINGTON AVE,census,"c(-87.6581099319999, 41.9362045870001)",44,27,44027
44,Alley Apron Menu,1145 W WELLINGTON AVE,2017,10796.92,38679,1145 W WELLINGTON AVE,census,"c(-87.6581099319999, 41.9362045870001)",44,27,44027
37,Concrete Alley Menu,1146 N LECLAIRE AVE,2022,57934.295,33084,1146 N LECLAIRE AVE,census,"c(-87.753301734, 41.9011282810001)",37,15,37015
1,Clemente High School - Field Restoration,1147 N WESTERN AVE,2018,70100,778,1147 N WESTERN AVE,census,"c(-87.686997535, 41.9021623960001)",1,14,01014
44,Curb & Gutter Menu,1147 W GEORGE ST,2016,2361.3,38646,1147 W GEORGE ST,census,"c(-87.658206111, 41.934382332)",44,40,44040
44,Curb & Gutter Menu,1147 W GEORGE ST,2016,7714.53,38650,1147 W GEORGE ST,census,"c(-87.658206111, 41.934382332)",44,40,44040
49,Sidewalk Menu,1147 W PRATT BLVD,2016,8036.46,42729,1147 W PRATT BLVD,census,"c(-87.660282212, 42.005546398)",49,7,49007
1,School Projects,1148 N HONORE ST,2014,25000,594,1148 N HONORE ST,census,"c(-87.6735801849999, 41.902505139)",1,3,01003
1,LaSalle II School Playground Drinking Fountain,1148 N HONORE ST,2017,9300,748,1148 N HONORE ST,census,"c(-87.6735801849999, 41.902505139)",1,3,01003
44,Curb & Gutter Menu,1149 W CORNELIA AVE,2017,3993.18,38711,1149 W CORNELIA AVE,census,"c(-87.658705707, 41.9453174380001)",44,38,44038
28,Alley Apron Menu,115 N KILBOURN AVE,2020,28771.06,24737,115 N KILBOURN AVE,google,"c(-87.7377261, 41.8824124)",28,33,28033
43,Miscellaneous CDOT Projects,1150 W DICKENS AVE,2018,616.190476190476,37944,1150 W DICKENS AVE,census,"c(-87.657722642, 41.9198643490001)",32,50,32050
48,Miscellaneous-CDOT,1150 W Foster (Bus Pad),2008,14471,41561,1150 W Foster,census,"c(-87.658738792, 41.976346468)",48,45,48045
10,Bollard Menu,11500 S AVENUE L,2010,7570,7904,11500 S AVENUE L,census,"c(-87.536479232, 41.686232848)",10,41,10041
27,Sidewalk Menu,1151 S WOOD ST,2021,12499.62,23923,1151 S WOOD ST,google,"c(-87.6707839, 41.867457)",2,2,02002
44,Miscellaneous Other Projects,1151 W EDDY ST,2019,1246.66666666667,38790,1151 W EDDY ST,census,"c(-87.657658705, 41.946244746)",44,38,44038
34,Sidewalk Menu,11520 S MARSHFIELD AVE,2016,1052.335,30161,11520 S MARSHFIELD AVE,census,"c(-87.662699617, 41.6842401260001)",34,19,34019
34,Alley Resurfacing Menu,11528 S HALSTED ST,2018,9246.52,30239,11528 S HALSTED ST,census,"c(-87.642138975, 41.6845507450001)",34,33,34033
43,Miscellaneous CDOT Projects,1154 W DICKENS AVE,2018,616.190476190476,37944,1154 W DICKENS AVE,census,"c(-87.657764847, 41.9198634110001)",32,50,32050
44,Sidewalk Menu,1154 W DIVERSEY PKWY,2015,678,38603,1154 W DIVERSEY PKWY,census,"c(-87.65780789, 41.9325787000001)",44,40,44040
10,Rowan Park- park improvements,11546 S AVENUE L,2016,75000,8178,11546 S AVENUE L,census,"c(-87.5364760589999, 41.6855244540001)",10,41,10041
10,Rowan Park - Baseball Field Improvements,11546 S AVENUE L,2018,160000,8268,11546 S AVENUE L,census,"c(-87.5364760589999, 41.6855244540001)",10,41,10041
44,Alley Apron Menu,1155 W EDDY ST,2021,10660.12,38837,1155 W EDDY ST,census,"c(-87.6577181069999, 41.9462436430001)",44,38,44038
43,Miscellaneous CDOT Projects,1158 W DICKENS AVE,2018,616.190476190476,37944,1158 W DICKENS AVE,census,"c(-87.6578070529999, 41.9198624740001)",32,50,32050
24,Sidewalk Menu,1159 S KEELER AVE,2021,46955.14,21248,1159 S KEELER AVE,census,"c(-87.7300751879999, 41.8666205910001)",24,22,24022
29,Curb & Gutter Menu,116 S CENTRAL AVE,2020,65259.49,25427,116 S CENTRAL AVE,census,"c(-87.7647986009999, 41.8783234140001)",29,16,29016
