ward,type,location,year,est_cost,id,from_intersection,to_intersection,lat_1,lon_1,query_1,lat_2,lon_2,query_2,lat,long
23,Street Resurface Menu,STCHEZ AV-- W 60 ST (6000 S) -to- W 60 ST (6000 S),2009,13533,19543,STCHEZ AV AND W 60th ST,STCHEZ AV AND W 60th ST,41.7841922,-87.7179979,google,41.7841922,-87.7179979,google,41.7841922,-87.7179979
9,Street Lighting,W 100 ST-- Dead End (409 W) -to- S NORMAL AV (500 W),2010,800,6953,W 100th ST AND Dead End,W 100th ST AND S NORMAL AV,NA,NA,google,41.7115711,-87.6356711,google,41.7115711,-87.6356711
21,Sidewalk Menu,W 101 PL-- S ELIZABETH ST (1232 W) -to- Dead End (1246 W),2007,25815,17650,W 101st PL AND S ELIZABETH ST,W 101st PL AND Dead End,41.7090312,-87.6537646,google,NA,NA,google,41.7090312,-87.6537646
21,Pole Painting,W 101 PL-- S ELIZABETH ST (1232 W) -to- Dead End (1246 W),2010,400,17849,W 101st PL AND S ELIZABETH ST,W 101st PL AND Dead End,41.7090312,-87.6537646,google,NA,NA,google,41.7090312,-87.6537646
21,Pole Painting,W 102 PL-- S ELIZABETH ST (1232 W) -to- Dead End (1266 W),2010,400,17850,W 102nd PL AND S ELIZABETH ST,W 102nd PL AND Dead End,41.7081276,-87.6537356,google,NA,NA,google,41.7081276,-87.6537356
19,Curb/Gutter Menu,W 102 PL-- S FRANCISCO AV (2900 W) -to- Dead End (2930 W),2007,37963,16341,W 102nd PL AND S FRANCISCO AV,W 102nd PL AND Dead End,41.7071755,-87.6939933,google,NA,NA,google,41.7071755,-87.6939933
9,Sidewalk Menu,W 102 PL-- S PRINCETON AV (300 W) -to- Dead End (350 W),2007,55880,6832,W 102nd PL AND S PRINCETON AV,W 102nd PL AND Dead End,41.7079959,-87.6307359,google,NA,NA,google,41.7079959,-87.6307359
19,Street Resurface Menu,W 102 PL-- Dead End (1540 W) -to- S CHARLES ST (1700 W),2008,11061,16408,W 102nd PL AND Dead End,W 102nd PL AND S CHARLES ST,NA,NA,google,41.7072697,-87.6588579,google,41.7072697,-87.6588579
19,Street Resurface Menu,W 102 ST-- S WESTERN AV (2400 W) -to- S WESTERN AV (2400 W),2007,23946,16356,W 102nd ST AND S WESTERN AV,W 102nd ST AND S WESTERN AV,41.7081815,-87.6816646,google,41.7081815,-87.6816646,google,41.7081815,-87.6816646
19,Curb/Gutter Menu,W 102 ST-- S WESTERN AV (2400 W) -to- S WESTERN AV (2400 W),2009,40989,16421,W 102nd ST AND S WESTERN AV,W 102nd ST AND S WESTERN AV,41.7081815,-87.6816646,google,41.7081815,-87.6816646,google,41.7081815,-87.6816646
34,Street Resurface Menu,W 104 ST-- S NORMAL AV (500 W) -to- Dead End (356 W),2009,40152,29757,W 104th ST AND S NORMAL AV,W 104th ST AND Dead End,41.7051781,-87.6355188,google,NA,NA,google,41.7051781,-87.6355188
34,Street Resurface Menu,W 104 ST-- S WENTWORTH AV (200 W) -to- Dead End (356 W),2010,65512,29837,W 104th ST AND S WENTWORTH AV,W 104th ST AND Dead End,41.7052793,-87.6282329,google,NA,NA,google,41.7052793,-87.6282329
34,Street Resurface Menu,W 106 PL-- S WENTWORTH AV (200 W) -to- S WENTWORTH AV (200 W),2009,53371,29758,W 106th PL AND S WENTWORTH AV,W 106th PL AND S WENTWORTH AV,41.7016322,-87.6281304,google,41.7016322,-87.6281304,google,41.7016322,-87.6281304
34,Sidewalk Menu,W 107 ST-- S EGGLESTON AV (432 W) -to- S EGGLESTON AV (432 W),2009,2787,29748,W 107th ST AND S EGGLESTON AV,W 107th ST AND S EGGLESTON AV,41.699749,-87.634159,google,41.699749,-87.634159,google,41.699749,-87.634159
19,Curb/Gutter Menu,W 107 ST-- S PROSPECT AV (1620 W) -to- S PROSPECT AV (1620 W),2009,4993,16425,W 107th ST AND S PROSPECT AV,W 107th ST AND S PROSPECT AV,41.699396,-87.6621501,google,41.699396,-87.6621501,google,41.699396,-87.6621501
34,Street Speed Hump Menu,W 108 ST-- S PRINCETON AV (300 W) -to- Dead End (350 W) 2,2007,3300,29654,W 108th ST AND S PRINCETON AV,W 108th ST AND Dead End,41.6979634,-87.6304499,google,NA,NA,google,41.6979634,-87.6304499
34,Sidewalk Menu,W 110 PL-- S MORGAN ST (1000 W) -to- Dead End (1044 W),2007,88797,29620,W 110th PL AND S MORGAN ST,W 110th PL AND Dead End,41.6931986,-87.6472705,google,NA,NA,google,41.6931986,-87.6472705
19,Street Speed Hump Menu,W 114 ST-- S WESTERN AV (2400 W) -to- S WESTERN AV (2400 W) 2,2007,3300,16375,W 114th ST AND S WESTERN AV,W 114th ST AND S WESTERN AV,41.6863557,-87.6809317,google,41.6863557,-87.6809317,google,41.6863557,-87.6809317
19,Curb/Gutter Menu,W 117 ST-- S ARTESIAN AV (2432 W) -to- Dead End (1976 W),2010,23202,16461,W 117th ST AND S ARTESIAN AV,W 117th ST AND Dead End,41.6809001,-87.6820365,google,NA,NA,google,41.6809001,-87.6820365
9,Sidewalk Menu,W 126 PL-- S EGGLESTON AV (429 W) -to- Dead End (471 W),2009,56544,6907,W 126th PL AND S EGGLESTON AV,W 126th PL AND Dead End,41.664293,-87.6330145,google,NA,NA,google,41.664293,-87.6330145
9,Street Lighting,W 126 ST-- S STEWART AV (400 W) -to- Dead End (477 W),2009,2000,6918,W 126th ST AND S STEWART AV,W 126th ST AND Dead End,41.6652085,-87.6318428,google,NA,NA,google,41.6652085,-87.6318428
34,Sidewalk Menu,W 129 PL-- S HALSTED ST (800 W) -to- S HALSTED ST (800 W),2009,9619,29752,W 129th PL AND S HALSTED ST,W 129th PL AND S HALSTED ST,41.6584894,-87.6412744,google,41.6584894,-87.6412744,google,41.6584894,-87.6412744
34,Street Resurface Menu - Change Orde,W 129 PL-- S MORGAN ST (1000 W) -to- S MORGAN ST (1000 W),2009,18624,29765,W 129th PL AND S MORGAN ST,W 129th PL AND S MORGAN ST,41.6584141,-87.6461217,google,41.6584141,-87.6461217,google,41.6584141,-87.6461217
25,Street Resurface Menu,W 14 PL-- S RACINE AV (1200 W) -to- S RACINE AV (1200 W),2008,68743,21537,W 14th PL AND S RACINE AV,W 14th PL AND S RACINE AV,41.8624939,-87.6565695,google,41.8624939,-87.6565695,google,41.8624939,-87.6565695
25,Pole Painting,W 21 ST-- S CARPENTER ST (1040 W) -to- Dead End (2966 W),2005,400,21383,W 21st ST AND S CARPENTER ST,W 21st ST AND Dead End,41.8538574,-87.6530921,google,NA,NA,google,41.8538574,-87.6530921
12,Street Speed Hump Menu,W 22 PL-- S CALIFORNIA AV (2800 W) -to- Dead End (2866 W) 2,2008,3500,9628,W 22nd PL AND S CALIFORNIA AV,W 22nd PL AND Dead End,41.8509944,-87.6954138,google,NA,NA,google,41.8509944,-87.6954138
12,Street Resurface Menu,W 22 PL-- S CALIFORNIA AV (2800 W) -to- S CALIFORNIA AV (2800 W),2010,51321,9716,W 22nd PL AND S CALIFORNIA AV,W 22nd PL AND S CALIFORNIA AV,41.8509944,-87.6954138,google,41.8509944,-87.6954138,google,41.8509944,-87.6954138
25,Street Speed Hump Menu,W 23 PL-- S CANAL ST (440 W) -to- S CANAL ST (440 W) 1,2006,2500,21459,W 23rd PL AND S CANAL ST,W 23rd PL AND S CANAL ST,41.8499864,-87.638437,google,41.8499864,-87.638437,google,41.8499864,-87.638437
25,Street Resurface Menu,W 24 PL-- S WESTERN AV (2400 W) -to- VIADUCT (2450 W),2005,22179,21361,W 24th PL AND S WESTERN AV,W 24th PL AND VIADUCT,41.8474985,-87.685513,google,NA,NA,google,41.8474985,-87.685513
12,Street Resurface Menu,W 24 ST-- S SACRAMENTO AV (3000 W) -to- Dead End (74 W),2006,8702,9467,W 24th ST AND S SACRAMENTO AV,W 24th ST AND Dead End,41.8481967,-87.7002346,google,NA,NA,google,41.8481967,-87.7002346
22,Sidewalk Menu,W 31 ST-- S CENTRAL PARK AV (3600 W) -to- S CENTRAL PARK AV (3600 W),2010,17361,18613,W 31st ST AND S CENTRAL PARK AV,W 31st ST AND S CENTRAL PARK AV,41.8370554,-87.714577,google,41.8370554,-87.714577,google,41.8370554,-87.714577
22,Sidewalk Menu,W 31 ST-- S KARLOV AV (4100 W) -to- S KARLOV AV (4100 W),2010,4749,18611,W 31st ST AND S KARLOV AV,W 31st ST AND S KARLOV AV,41.8368591,-87.726784,google,41.8368591,-87.726784,google,41.8368591,-87.726784
22,Sidewalk Menu,W 31 ST-- S SPRINGFIELD AV (3900 W) -to- S SPRINGFIELD AV (3900 W),2010,8753,18612,W 31st ST AND S SPRINGFIELD AV,W 31st ST AND S SPRINGFIELD AV,41.8369163,-87.7218999,google,41.8369163,-87.7218999,google,41.8369163,-87.7218999
11,Street Resurface Menu,W 33 ST-- S LITUANICA AV (900 W) -to- S LITUANICA AV (900 W),2007,8966,8650,W 33rd ST AND S LITUANICA AV,W 33rd ST AND S LITUANICA AV,41.8337828,-87.6486015,google,41.8337828,-87.6486015,google,41.8337828,-87.6486015
12,Sidewalk Menu,W 37 PL-- S SACRAMENTO AV (3000 W) -to- Dead End (3218 W),2005,24154,9407,W 37th PL AND S SACRAMENTO AV,W 37th PL AND Dead End,41.8253565,-87.6995719,google,NA,NA,google,41.8253565,-87.6995719
12,Street Bump Outs Menu,W 37 PL-- S SPAULDING AV (3300 W) -to- Dead End (3417 W),2009,8926,9655,W 37th PL AND S SPAULDING AV,W 37th PL AND Dead End,41.8252764,-87.7069069,google,NA,NA,google,41.8252764,-87.7069069
11,Street Resurface Menu,W 37 ST-- S DAMEN (W) AV(2024 W) -to- S DAMEN (W) AV(2024 W),2009,137056,8729,W 37th ST AND S DAMENAV,W 37th ST AND S DAMENAV,41.8267524,-87.6752407,google,41.8267524,-87.6752407,google,41.8267524,-87.6752407
12,Curb/Gutter Menu,W 42 ST-- Dead End (2273 W) -to- S CAMPBELL AV (2500 W),2009,67869,9641,W 42nd ST AND Dead End,W 42nd ST AND S CAMPBELL AV,NA,NA,google,41.8174783,-87.6871705,google,41.8174783,-87.6871705
12,Sidewalk Menu,W 43 ST-- Dead End (4618 W) -to- W POPE JOHN PAUL II DR (2416 W),2009,1121,9651,W 43rd ST AND Dead End,W 43rd ST AND W POPE JOHN PAUL II DR,NA,NA,google,41.8154285,-87.7042633,google,41.8154285,-87.7042633
11,Street Resurface Menu,W 44 PL-- Dead End (466 W) -to- S WALLACE ST (600 W),2009,64455,8730,W 44th PL AND Dead End,W 44th PL AND S WALLACE ST,NA,NA,google,41.8135129,-87.640792,google,41.8135129,-87.640792
14,Street Speed Hump Menu,W 44 ST-- S KILDARE AV (4304 W) -to- Dead End (4417 W) 3,2008,5250,11992,W 44th ST AND S KILDARE AV,W 44th ST AND Dead End,41.8131467,-87.7312529,google,NA,NA,google,41.8131467,-87.7312529
23,Street Resurface Menu,W 44 ST-- S LECLAIRE AV (5100 W) -to- S LECLAIRE AV (5100 W),2010,3012,19639,W 44th ST AND S LECLAIRE AV,W 44th ST AND S LECLAIRE AV,41.8052866,-87.7504207,google,41.8052866,-87.7504207,google,41.8052866,-87.7504207
14,Sidewalk Menu,W 50 PL-- S RIDGEWAY AV (3732 W) -to- Dead End (3766 W),2008,4848,11969,W 50th PL AND S RIDGEWAY AV,W 50th PL AND Dead End,41.8014817,-87.7172419,google,NA,NA,google,41.8014817,-87.7172419
3,Sidewalk Menu,W 50 ST-- S PRINCETON AV (300 W) -to- S PRINCETON AV (300 W),2009,25086,2670,W 50th ST AND S PRINCETON AV,W 50th ST AND S PRINCETON AV,41.8036196,-87.6332365,google,41.8036196,-87.6332365,google,41.8036196,-87.6332365
3,Sidewalk Menu,W 51 PL-- S PRINCETON AV (300 W) -to- Dead End (316 W),2007,41050,2560,W 51st PL AND S PRINCETON AV,W 51st PL AND Dead End,41.8009154,-87.633164,google,NA,NA,google,41.8009154,-87.633164
3,Street Resurface Menu,W 51 PL-- S PRINCETON AV (300 W) -to- Dead End (316 W),2007,24394,2561,W 51st PL AND S PRINCETON AV,W 51st PL AND Dead End,41.8009154,-87.633164,google,NA,NA,google,41.8009154,-87.633164
16,Sidewalk Menu,W 51 ST-- S HOYNE AV (2100 W) -to- Dead End (2127 W),2010,1466,14148,W 51st ST AND S HOYNE AV,W 51st ST AND Dead End,41.8012017,-87.676942,google,NA,NA,google,41.8012017,-87.676942
16,Curb/Gutter Menu,W 51 ST-- S OAKLEY AV (2300 W) -to- S OAKLEY AV (2300 W),2010,3888,14135,W 51st ST AND S OAKLEY AV,W 51st ST AND S OAKLEY AV,41.8011386,-87.6818077,google,41.8011386,-87.6818077,google,41.8011386,-87.6818077
3,Street Resurface Menu - Change Orde,W 51 ST-- S PRINCETON AV (300 W) -to- S PRINCETON AV (300 W),2007,5391,2563,W 51st ST AND S PRINCETON AV,W 51st ST AND S PRINCETON AV,41.8017499,-87.6331914,google,41.8017499,-87.6331914,google,41.8017499,-87.6331914
16,Street Resurface Menu,W 52 PL-- S DAMEN AV (2000 W) -to- Dead End (2125 W),2006,41689,13930,W 52nd PL AND S DAMEN AV,W 52nd PL AND Dead End,41.798027,-87.674424,google,NA,NA,google,41.798027,-87.674424
23,Sidewalk Menu,W 52 ST-- S NORMANDY AV (6700 W) -to- STOMA AV (6632 W),2007,26468,19364,W 52nd ST AND S NORMANDY AV,W 52nd ST AND STOMA AV,41.7977451,-87.7892741,google,NA,NA,google,41.7977451,-87.7892741
23,Street Resurface Menu,W 53 ST-- STCHEZ AV (6500 W) -to- S NEENAH AV (6531 W),2010,3477,19659,W 53rd ST AND STCHEZ AV,W 53rd ST AND S NEENAH AV,NA,NA,google,41.7960006,-87.7855847,google,41.7960006,-87.7855847
23,Street Resurface Menu,W 53 ST-- STOMA AV (6632 W) -to- S NORMANDY AV (6700 W),2010,2455,19662,W 53rd ST AND STOMA AV,W 53rd ST AND S NORMANDY AV,NA,NA,google,41.7959315,-87.78923,google,41.7959315,-87.78923
23,Street Resurface Menu,W 53 ST-- SGLE AV (6432 W) -to- STCHEZ AV (6500 W),2010,5539,19658,W 53rd ST AND SGLE AV,W 53rd ST AND STCHEZ AV,41.7960185,-87.7831317,google,NA,NA,google,41.7960185,-87.7831317
23,Street Resurface Menu,W 53 ST-- SSHVILLE AV (6600 W) -to- STOMA AV (6632 W),2010,5652,19661,W 53rd ST AND SSHVILLE AV,W 53rd ST AND STOMA AV,41.7959832,-87.7867969,google,NA,NA,google,41.7959832,-87.7867969
3,Street Speed Hump Menu,W 57 PL-- S NORMAL BV (500 W) -to- Dead End (525 W) 1,2008,1750,2632,W 57th PL AND S NORMAL BV,W 57th PL AND Dead End,41.7894486,-87.6377298,google,NA,NA,google,41.7894486,-87.6377298
13,Curb/Gutter Menu,W 58 ST-- S KILDARE AV (4300 W) -to- Dead End (4309 W),2009,2429,10625,W 58th ST AND S KILDARE AV,W 58th ST AND Dead End,41.7876747,-87.7303526,google,NA,NA,google,41.7876747,-87.7303526
20,Street Resurface Menu,W 59 PL-- S PRINCETON AV (300 W) -to- Dead End (330 W),2006,25308,16944,W 59th PL AND S PRINCETON AV,W 59th PL AND Dead End,41.7872291,-87.6327945,google,NA,NA,google,41.7872291,-87.6327945
20,Street Resurface Menu,W 59 PL-- S PRINCETON AV (300 W) -to- S PRINCETON AV (300 W),2010,9087,17109,W 59th PL AND S PRINCETON AV,W 59th PL AND S PRINCETON AV,41.7872291,-87.6327945,google,41.7872291,-87.6327945,google,41.7872291,-87.6327945
23,Street Resurface Menu,W 60 PL-- Dead End (6884 W) -to- S NEW ENGLAND AV (6920 W),2005,15124,19257,W 60th PL AND Dead End,W 60th PL AND S NEW ENGLAND AV,NA,NA,google,41.7823763,-87.7942634,google,41.7823763,-87.7942634
20,Street Resurface Menu,W 60 PL-- S PRINCETON AV (300 W) -to- S PRINCETON AV (300 W),2010,8944,17110,W 60th PL AND S PRINCETON AV,W 60th PL AND S PRINCETON AV,41.7844938,-87.6327369,google,41.7844938,-87.6327369,google,41.7844938,-87.6327369
20,Street Resurface Menu,W 60 ST-- S PRINCETON AV (300 W) -to- S PRINCETON AV (300 W),2010,9770,17111,W 60th ST AND S PRINCETON AV,W 60th ST AND S PRINCETON AV,41.7844938,-87.6327369,google,41.7844938,-87.6327369,google,41.7844938,-87.6327369
20,Street Resurface Menu,W 61 PL-- S PRINCETON AV (300 W) -to- Dead End (722 W),2010,7289,17112,W 61st PL AND S PRINCETON AV,W 61st PL AND Dead End,41.7825733,-87.6326742,google,NA,NA,google,41.7825733,-87.6326742
16,Street Speed Hump Menu,W 61 PL-- S UNION AV (700 W) -to- Dead End (722 W) 1,2006,2500,13943,W 61st PL AND S UNION AV,W 61st PL AND Dead End,41.7825211,-87.6425562,google,NA,NA,google,41.7825211,-87.6425562
20,Street Resurface Menu,W 61 ST-- S PRINCETON AV (300 W) -to- S PRINCETON AV (300 W),2010,8399,17113,W 61st ST AND S PRINCETON AV,W 61st ST AND S PRINCETON AV,41.7825733,-87.6326742,google,41.7825733,-87.6326742,google,41.7825733,-87.6326742
16,Street Speed Hump Menu,W 63 PW-- S HALSTED (W) PW(754 W) -to- S SANGAMON ST (932 W) 4,2010,7400,14184,W 63 PW AND S HALSTEDPW,W 63 PW AND S SANGAMON ST,NA,NA,google,41.862288,-87.6498593,google,41.862288,-87.6498593
17,Sidewalk Menu,W 70 PL-- S HOYNE AV (2100 W) -to- Dead End (318 W),2008,36944,14879,W 70th PL AND S HOYNE AV,W 70th PL AND Dead End,41.765687,-87.6759893,google,NA,NA,google,41.765687,-87.6759893
6,Sidewalk Menu,W 72 ST-- S LAFAYETTE AV (40 W) -to- Dead End (2127 W),2007,29558,4630,W 72nd ST AND S LAFAYETTE AV,W 72nd ST AND Dead End,41.7636627,-87.6265296,google,NA,NA,google,41.7636627,-87.6265296
17,Sidewalk Menu,W 73 ST-- S MARSHFIELD AV (1632 W) -to- Dead End (414 W),2005,20752,14714,W 73rd ST AND S MARSHFIELD AV,W 73rd ST AND Dead End,41.7612466,-87.6649409,google,NA,NA,google,41.7612466,-87.6649409
18,Sidewalk Menu,W 77 PL-- S HAMILTON AV (2132 W) -to- Dead End (2141 W),2009,24058,15671,W 77th PL AND S HAMILTON AV,W 77th PL AND Dead End,41.7532307,-87.6767728,google,NA,NA,google,41.7532307,-87.6767728
18,Street Resurface Menu,W 77 PL-- S HAMILTON AV (2132 W) -to- Dead End (2141 W),2010,12961,15750,W 77th PL AND S HAMILTON AV,W 77th PL AND Dead End,41.7532307,-87.6767728,google,NA,NA,google,41.7532307,-87.6767728
18,Sidewalk Menu,W 77 ST-- S MAPLEWOOD AV (2532 W) -to- S MAPLEWOOD AV (2532 W),2007,16024,15562,W 77th ST AND S MAPLEWOOD AV,W 77th ST AND S MAPLEWOOD AV,41.7537101,-87.6866092,google,41.7537101,-87.6866092,google,41.7537101,-87.6866092
18,Street Resurface Menu,W 80 ST-- S LAWNDALE AV (3700 W) -to- Dead End (2131 W),2008,39250,15620,W 80th ST AND S LAWNDALE AV,W 80th ST AND Dead End,41.7477853,-87.7145151,google,NA,NA,google,41.7477853,-87.7145151
18,Street Lighting,W 80 ST-- Dead End (2252 W) -to- S OAKLEY AV (2300 W),2005,1200,15449,W 80th ST AND Dead End,W 80th ST AND S OAKLEY AV,NA,NA,google,41.7483195,-87.680437,google,41.7483195,-87.680437
18,Pole Painting,W 80 ST-- Dead End (2252 W) -to- S WESTERN AV (2400 W),2006,1600,15508,W 80th ST AND Dead End,W 80th ST AND S WESTERN AV,NA,NA,google,41.748288,-87.6827476,google,41.748288,-87.6827476
18,Street Lighting,W 80 ST-- Dead End (2252 W) -to- S WESTERN AV (2400 W),2006,3200,15528,W 80th ST AND Dead End,W 80th ST AND S WESTERN AV,NA,NA,google,41.748288,-87.6827476,google,41.748288,-87.6827476
18,Street Lighting,W 80 ST-- Dead End (2252 W) -to- S WESTERN AV (2400 W),2008,110000,15645,W 80th ST AND Dead End,W 80th ST AND S WESTERN AV,NA,NA,google,41.748288,-87.6827476,google,41.748288,-87.6827476
18,Pole Painting,W 81 ST-- Dead End (2222 W) -to- S OAKLEY AV (2300 W),2007,600,15579,W 81st ST AND Dead End,W 81st ST AND S OAKLEY AV,NA,NA,google,41.7454595,-87.6804428,google,41.7454595,-87.6804428
18,Pole Painting,W 82 PL-- S DAMEN AV (2000 W) -to- Dead End (2150 W),2006,1800,15509,W 82nd PL AND S DAMEN AV,W 82nd PL AND Dead End,41.7438762,-87.6729752,google,NA,NA,google,41.7438762,-87.6729752
18,Street Resurface Menu,W 82 ST-- Dead End (3652 W) -to- S HAMLIN AV (3800 W),2006,56956,15500,W 82nd ST AND Dead End,W 82nd ST AND S HAMLIN AV,NA,NA,google,41.7440882,-87.716852,google,41.7440882,-87.716852
13,Street Speed Hump Menu,W 82 ST-- S KILPATRICK AV (4654 W) -to- S KEATING AV (4720 W) 2,2005,5000,10413,W 82nd ST AND S KILPATRICK AV,W 82nd ST AND S KEATING AV,41.7434614,-87.738452,google,41.7434614,-87.738452,google,41.7434614,-87.738452
18,Sidewalk Menu,W 82 ST-- S WOLCOTT AV (1900 W) -to- S WOLCOTT AV (1900 W),2008,30950,15610,W 82nd ST AND S WOLCOTT AV,W 82nd ST AND S WOLCOTT AV,41.7447853,-87.6705771,google,41.7447853,-87.6705771,google,41.7447853,-87.6705771
18,Street Lighting,W 84 PL-- S ST LOUIS AV (3500 W) -to- Dead End (3531 W),2006,1200,15531,W 84th PL AND S ST LOUIS AV,W 84th PL AND Dead End,41.7396335,-87.7094113,google,NA,NA,google,41.7396335,-87.7094113
18,Miscellaneous-CDOT,W 84 PL-- Dead End (3652 W) -to- W COLUMBUS AV (3779 W),2009,15412,15659,W 84th PL AND Dead End,W 84th PL AND W COLUMBUS AV,NA,NA,google,41.7395166,-87.716489,google,41.7395166,-87.716489
21,Curb/Gutter Menu,W 84 ST-- S ASHLAND AV (1600 W) -to- Dead End (3531 W),2008,57059,17696,W 84th ST AND S ASHLAND AV,W 84th ST AND Dead End,41.7412479,-87.6632794,google,NA,NA,google,41.7412479,-87.6632794
18,Street Resurface Menu,W 85 PL-- S SAWYER AV (3266 W) -to- S CHRISTIANA AV (3337 W),2010,42695,15753,W 85th PL AND S SAWYER AV,W 85th PL AND S CHRISTIANA AV,41.7379897,-87.7033865,google,41.7379897,-87.7033865,google,41.7379897,-87.7033865
18,Curb/Gutter Menu,W 85 ST-- S DAMEN AV (2000 W) -to- Dead End (2109 W),2008,44199,15596,W 85th ST AND S DAMEN AV,W 85th ST AND Dead End,41.7392861,-87.6728764,google,NA,NA,google,41.7392861,-87.6728764
18,Street Resurface Menu,W 85 ST-- W COLUMBUS AV (3865 W) -to- Dead End (2109 W),2009,16261,15685,W 85th ST AND W COLUMBUS AV,W 85th ST AND Dead End,41.7385867,-87.7176371,google,NA,NA,google,41.7385867,-87.7176371
21,Curb/Gutter Menu,W 90 PL-- S PAULINA ST (1700 W) -to- Dead End (1721 W),2010,74362,17806,W 90th PL AND S PAULINA ST,W 90th PL AND Dead End,41.7293249,-87.66531,google,NA,NA,google,41.7293249,-87.66531
21,Street Resurface Menu,W 92 ST-- S HARVARD AV (324 W) -to- Dead End (335 W),2007,20574,17665,W 92nd ST AND S HARVARD AV,W 92nd ST AND Dead End,41.7266266,-87.6321715,google,NA,NA,google,41.7266266,-87.6321715
21,Street Resurface Menu,W 93 PL-- Dead End (231 W) -to- S PRINCETON AV (270 W),2008,23018,17714,W 93rd PL AND Dead End,W 93rd PL AND S PRINCETON AV,NA,NA,google,41.7250446,-87.6304319,google,41.7250446,-87.6304319
21,Curb/Gutter Menu,W 93 ST-- S HARVARD AV (320 W) -to- Dead End (334 W),2008,36749,17697,W 93rd ST AND S HARVARD AV,W 93rd ST AND Dead End,41.7258278,-87.6320528,google,NA,NA,google,41.7258278,-87.6320528
21,Street Resurface Menu,W 93 ST-- S HARVARD AV (320 W) -to- Dead End (334 W),2008,19461,17715,W 93rd ST AND S HARVARD AV,W 93rd ST AND Dead End,41.7258278,-87.6320528,google,NA,NA,google,41.7258278,-87.6320528
21,Sidewalk Menu,W 93 ST-- S MAY ST (1132 W) -to- S MAY ST (1132 W),2009,21315,17777,W 93rd ST AND S MAY ST,W 93rd ST AND S MAY ST,41.7249936,-87.651823,google,41.7249936,-87.651823,google,41.7249936,-87.651823
21,Street Resurface Menu,W 94 PL-- S HARVARD AV (325 W) -to- Dead End (334 W),2008,20276,17716,W 94th PL AND S HARVARD AV,W 94th PL AND Dead End,41.7237509,-87.6319736,google,NA,NA,google,41.7237509,-87.6319736
19,Curb/Gutter Menu,W 94 ST-- S VANDERPOEL AV (1732 W) -to- Dead End (1029 W),2007,43248,16343,W 94th ST AND S VANDERPOEL AV,W 94th ST AND Dead End,41.7229931,-87.6663157,google,NA,NA,google,41.7229931,-87.6663157
19,Miscellaneous-CDOT,W 94 ST-- S DAMEN AV (2010 W) -to- S DAMEN AV (2010 W),2006,15668,16318,W 94th ST AND S DAMEN AV,W 94th ST AND S DAMEN AV,41.7229044,-87.6728332,google,41.7229044,-87.6728332,google,41.7229044,-87.6728332
21,Sidewalk Menu,W 96 ST-- S HARVARD AV (326 W) -to- Dead End (344 W),2008,39907,17712,W 96th ST AND S HARVARD AV,W 96th ST AND Dead End,41.7197816,-87.6322624,google,NA,NA,google,41.7197816,-87.6322624
2,Street Speed Hump Menu,W 9 ST-- S PLYMOUTH CT (20 W) -to- S PARK TR (73 W) 1,2007,1650,1157,W 9th ST AND S PLYMOUTH CT,W 9th ST AND S PARK TR,NA,NA,google,41.8705187,-87.6295426,google,41.8705187,-87.6295426
2,Street Lighting,W 9 ST-- S STATE ST (0 E) -to- S PARK TR (73 W),2009,18000,1694,W 9th ST AND S STATE ST,W 9th ST AND S PARK TR,NA,NA,google,41.8705187,-87.6295426,google,41.8705187,-87.6295426
2,Pole Painting,W ADAMS ST-- S JEFFERSON ST (600 W) -to- E KENNEDY EXIT RP (720 W),2008,900,1430,W ADAMS ST AND S JEFFERSON ST,W ADAMS ST AND E KENNEDY EXIT RP,41.87927515900003,-87.64257548999996,census,NA,NA,google,41.87927515900003,-87.64257548999996
2,Street Lighting,W ADAMS ST-- S JEFFERSON ST (600 W) -to- E KENNEDY EXIT RP (720 W),2008,1600,1522,W ADAMS ST AND S JEFFERSON ST,W ADAMS ST AND E KENNEDY EXIT RP,41.87927515900003,-87.64257548999996,census,NA,NA,google,41.87927515900003,-87.64257548999996
2,Street Lighting,W ADAMS ST-- E KENNEDY EXIT RP (720 W) -to- S CANAL ST (440 W),2010,9450,1848,W ADAMS ST AND E KENNEDY EXIT RP,W ADAMS ST AND S CANAL ST,NA,NA,google,41.87931535800004,-87.63960077299998,census,41.87931535800004,-87.63960077299998
2,Street Lighting,W ADAMS ST-- E KENNEDY EXIT RP (720 W) -to- S CANAL ST (440 W),2010,6400,1849,W ADAMS ST AND E KENNEDY EXIT RP,W ADAMS ST AND S CANAL ST,NA,NA,google,41.87931535800004,-87.63960077299998,census,41.87931535800004,-87.63960077299998
27,Miscellaneous-CDOT,W ADAMS ST-- S RACINE AV (1200 W) -to- S RACINE AV (1200 W),2006,23902,23281,W ADAMS ST AND S RACINE AV,W ADAMS ST AND S RACINE AV,41.879058085000054,-87.65705512399995,census,41.879058085000054,-87.65705512399995,census,41.879058085000054,-87.65705512399995
2,Pole Painting,W ADAMS ST-- W KENNEDY ENTR RP (713 W) -to- S WACKER RP (320 W),2010,5850,1791,W ADAMS ST AND W KENNEDY ENTR RP,W ADAMS ST AND S WACKER RP,NA,NA,google,41.8793492,-87.6367124,google,41.8793492,-87.6367124
