"ward","type","location","year","est_cost","id","intersection_1","intersection_2","intersection_3","intersection_4"
50,"Alley Speed Hump Menu","N CALIFORNIA AV & N MOZART ST & W GRANVILLE AV & W GLENLAKE AV",2005,1750,43058,"N CALIFORNIA AV & W GRANVILLE AV","N MOZART ST & W GRANVILLE AV","N CALIFORNIA AV & W GLENLAKE AV","N MOZART ST & W GLENLAKE AV"
50,"Alley Speed Hump Menu","W DEVON AV & N HOYNE AV & N SEELEY AV & W ARTHUR AV",2005,5250,43059,"N HOYNE AV & W DEVON AV","N SEELEY AV & W DEVON AV","N HOYNE AV & W ARTHUR AV","N SEELEY AV & W ARTHUR AV"
50,"Alley Resurface Menu","W GREENLEAF AV & W ESTES AV & N WESTERN AV & N WESTERN AV",2006,7982,43083,"N WESTERN AV & W GREENLEAF AV","N WESTERN AV & W ESTES AV","NA","NA"
50,"Alley Speed Hump Menu","W DEVON AV & W ROSEMONT AV & N RIDGEWAY AV & N LAWNDALE AV",2006,2000,43084,"N RIDGEWAY AV & W DEVON AV","N LAWNDALE AV & W DEVON AV","N RIDGEWAY AV & W ROSEMONT AV","N LAWNDALE AV & W ROSEMONT AV"
50,"Alley Speed Hump Menu","N MOZART ST & N CALIFORNIA AV & W ALBION AV & W ARTHUR AV",2006,1000,43085,"N MOZART ST & W ALBION AV","N CALIFORNIA AV & W ALBION AV","N MOZART ST & W ARTHUR AV","N CALIFORNIA AV & W ARTHUR AV"
50,"Alley Speed Hump Menu","N RIDGE AV & N SEELEY AV & W PRATT AV & W FARWELL AV",2006,500,43086,"N RIDGE AV & W PRATT AV","N SEELEY AV & W PRATT AV","N RIDGE AV & W FARWELL AV","N SEELEY AV & W FARWELL AV"
50,"Alley Speed Hump Menu","N ALBANY AV & N TROY ST & W PETERSON AV & W HOOD AV",2006,2000,43087,"N ALBANY AV & W PETERSON AV","N TROY ST & W PETERSON AV","N ALBANY AV & W HOOD AV","N TROY ST & W HOOD AV"
50,"Alley Speed Hump Menu","N ARTESIAN AV & N WESTERN AV & W GRANVILLE AV & W GLENLAKE AV",2007,1000,43101,"N ARTESIAN AV & W GRANVILLE AV","N WESTERN AV & W GRANVILLE AV","N ARTESIAN AV & W GLENLAKE AV","N WESTERN AV & W GLENLAKE AV"
50,"Alley Speed Hump Menu","W ARTHUR AV & W WARREN AV & N HOYNE AV & N SEELEY AV",2007,2000,43102,"N HOYNE AV & W ARTHUR AV","N SEELEY AV & W ARTHUR AV","N HOYNE AV & W WARREN AV","N SEELEY AV & W WARREN AV"
50,"Alley Speed Hump Menu","N CAMPBELL AV & N ARTESIAN AV & W DEVON AV & W ARTHUR AV",2007,500,43103,"N CAMPBELL AV & W DEVON AV","N ARTESIAN AV & W DEVON AV","N CAMPBELL AV & W ARTHUR AV","N ARTESIAN AV & W ARTHUR AV"
50,"Alley Speed Hump Menu","N ALBANY AV & N TROY ST & W ALBION AV & W ARTHUR AV",2007,500,43104,"N ALBANY AV & W ALBION AV","N TROY ST & W ALBION AV","N ALBANY AV & W ARTHUR AV","N TROY ST & W ARTHUR AV"
50,"Alley Speed Hump Menu","W NORTH SHORE AV & W PRATT AV & N MOZART ST & N CALIFORNIA AV",2007,500,43105,"N MOZART ST & W NORTH SHORE AV","N CALIFORNIA AV & W NORTH SHORE AV","N MOZART ST & W PRATT AV","N CALIFORNIA AV & W PRATT AV"
50,"Alley Resurface Menu","W DEVON AV & N OAKLEY AV & W ARTHUR AV & N CLAREMONT AV",2008,2641,43115,"N OAKLEY AV & W DEVON AV","N CLAREMONT AV & W DEVON AV","N OAKLEY AV & W ARTHUR AV","N CLAREMONT AV & W ARTHUR AV"
50,"Alley Resurface Menu","W PETERSON AV & N WASHTENAW AV & W GLENLAKE AV & N FAIRFIELD AV",2008,3623,43116,"N WASHTENAW AV & W PETERSON AV","N FAIRFIELD AV & W PETERSON AV","N WASHTENAW AV & W GLENLAKE AV","N FAIRFIELD AV & W GLENLAKE AV"
50,"Alley Speed Hump Menu","N ROCKWELL ST & N WASHTENAW AV & W ESTES AV & W GREENLEAF AV",2008,1100,43117,"N ROCKWELL ST & W ESTES AV","N WASHTENAW AV & W ESTES AV","N ROCKWELL ST & W GREENLEAF AV","N WASHTENAW AV & W GREENLEAF AV"
50,"Alley Speed Hump Menu","W JARLATH ST & W TOUHY AV & N ALBANY DR & N SACRAMENTO AV",2008,1050,43118,"N ALBANY DR & W JARLATH ST","N SACRAMENTO AV & W JARLATH ST","N ALBANY DR & W TOUHY AV","N SACRAMENTO AV & W TOUHY AV"
50,"Alley Speed Hump Menu","N TROY ST & N KEDZIE AV & W ALBION AV & W ARTHUR AV",2008,525,43119,"N TROY ST & W ALBION AV","N KEDZIE AV & W ALBION AV","N TROY ST & W ARTHUR AV","N KEDZIE AV & W ARTHUR AV"
50,"Alley Speed Hump Menu","N FAIRFIELD AV & N CALIFORNIA AV & W NORTH SHORE AV & W ALBION AV",2008,1050,43120,"N FAIRFIELD AV & W NORTH SHORE AV","N CALIFORNIA AV & W NORTH SHORE AV","N FAIRFIELD AV & W ALBION AV","N CALIFORNIA AV & W ALBION AV"
50,"Alley Speed Hump Menu","N FRANCISCO AV & N RICHMOND ST & W ROSEMONT AV & W GRANVILLE AV",2008,1050,43121,"N FRANCISCO AV & W ROSEMONT AV","N RICHMOND ST & W ROSEMONT AV","N FRANCISCO AV & W GRANVILLE AV","N RICHMOND ST & W GRANVILLE AV"
50,"Concrete Alley Menu","W DEVON AV & W ARTHUR AV & N BELL AV & N OAKLEY",2008,65000,43122,"N BELL AV & W DEVON AV","N OAKLEY & W DEVON AV","N BELL AV & W ARTHUR AV","N OAKLEY & W ARTHUR AV"
50,"Concrete Alley Menu","W DEVON AV & W ARTHUR AV & N ROCKWELL ST & N TALMAN AV",2008,75000,43123,"N ROCKWELL ST & W DEVON AV","N TALMAN AV & W DEVON AV","N ROCKWELL ST & W ARTHUR AV","N TALMAN AV & W ARTHUR AV"
50,"Alley Speed Hump Menu","N MOZART ST & N FRANCISCO AV & W DEVON AV & W ARTHUR AV",2009,2100,43141,"N MOZART ST & W DEVON AV","N FRANCISCO AV & W DEVON AV","N MOZART ST & W ARTHUR AV","N FRANCISCO AV & W ARTHUR AV"
50,"Alley Resurface Menu","W DEVON AV & N MAPLEWOOD AV & N CAMPBELL AV & W ROSEMONT AV",2010,5939,43153,"N MAPLEWOOD AV & W DEVON AV","N CAMPBELL AV & W DEVON AV","N MAPLEWOOD AV & W ROSEMONT AV","N CAMPBELL AV & W ROSEMONT AV"
50,"Alley Resurface Menu","W DEVON AV & N WASHTENAW AV & W ROSEMONT AV & N FAIRFIELD AV",2010,12010,43154,"N WASHTENAW AV & W DEVON AV","N FAIRFIELD AV & W DEVON AV","N WASHTENAW AV & W ROSEMONT AV","N FAIRFIELD AV & W ROSEMONT AV"
50,"Alley Speed Hump Menu","W ARTHUR AVE & W DEVON AVE & N DAMEN AVE & N SEELEY AVE",2011,1100,43166,"N DAMEN AVE & W ARTHUR AVE","N SEELEY AVE & W ARTHUR AVE","N DAMEN AVE & W DEVON AVE","N SEELEY AVE & W DEVON AVE"
50,"Alley Resurfacing Menu","N CAMPBELL AVE & W DEVON AVE & N MAPLEWOOD AVE & W ROSEMONT AVE",2013,11448,43221,"N CAMPBELL AVE & W DEVON AVE","N MAPLEWOOD AVE & W DEVON AVE","N CAMPBELL AVE & W ROSEMONT AVE","N MAPLEWOOD AVE & W ROSEMONT AVE"
50,"Alley Resurfacing Menu","W ESTES AVE & N WESTERN AVE & W GREENLEAF AVE & N OAKLEY AVE",2014,4131,43263,"N WESTERN AVE & W ESTES AVE","N OAKLEY AVE & W ESTES AVE","N WESTERN AVE & W GREENLEAF AVE","N OAKLEY AVE & W GREENLEAF AVE"
50,"Alley Resurfacing Menu","W DEVON AVE & N WESTERN AVE & W ROSEMONT AVE & N CLAREMONT AVE",2014,9946,43264,"N WESTERN AVE & W DEVON AVE","N CLAREMONT AVE & W DEVON AVE","N WESTERN AVE & W ROSEMONT AVE","N CLAREMONT AVE & W ROSEMONT AVE"
50,"Alley Resurfacing Menu","N OAKLEY AVE & W ROSEMONT AVE & N CLAREMONT AVE & W GRANVILLE AVE",2019,27699.42,43446,"N OAKLEY AVE & W ROSEMONT AVE","N CLAREMONT AVE & W ROSEMONT AVE","N OAKLEY AVE & W GRANVILLE AVE","N CLAREMONT AVE & W GRANVILLE AVE"
50,"Alley Resurfacing Menu","W DEVON AVE & N MOZART ST & W ROSEMONT AVE & N CALIFORNIA AVE",2019,28947.57,43447,"N MOZART ST & W DEVON AVE","N CALIFORNIA AVE & W DEVON AVE","N MOZART ST & W ROSEMONT AVE","N CALIFORNIA AVE & W ROSEMONT AVE"
50,"Alley Resurfacing Menu","W COYLE AVE & N WESTERN AVE & N CAMPBELL AVE & W LUNT AVE",2020,60400.81,43473,"N WESTERN AVE & W COYLE AVE","N CAMPBELL AVE & W COYLE AVE","N WESTERN AVE & W LUNT AVE","N CAMPBELL AVE & W LUNT AVE"
50,"Alley Speed Hump Menu","N WESTERN AVE & W CHASE AVE & W JARVIS AVE & N CLAREMONT AVE",2021,1400,43506,"N WESTERN AVE & W CHASE AVE","N CLAREMONT AVE & W CHASE AVE","N WESTERN AVE & W JARVIS AVE","N CLAREMONT AVE & W JARVIS AVE"
50,"Alley Speed Hump Menu","N WESTERN AVE & W PRATT BLVD & W FARWELL AVE & N CAMPBELL AVE",2021,1400,43507,"N WESTERN AVE & W PRATT BLVD","N CAMPBELL AVE & W PRATT BLVD","N WESTERN AVE & W FARWELL AVE","N CAMPBELL AVE & W FARWELL AVE"
50,"Concrete Alley Menu","W MORSE AVE & N FRANCISCO AVE & N CALIFORNIA AVE & W PRATT BLVD",2021,65000,43508,"N FRANCISCO AVE & W MORSE AVE","N CALIFORNIA AVE & W MORSE AVE","N FRANCISCO AVE & W PRATT BLVD","N CALIFORNIA AVE & W PRATT BLVD"
50,"Alley Resurfacing Menu","N MOZART ST & W DEVON AVE & W ARTHUR AVE & N FRANCISCO AVE",2022,1259.02,43546,"N MOZART ST & W DEVON AVE","N FRANCISCO AVE & W DEVON AVE","N MOZART ST & W ARTHUR AVE","N FRANCISCO AVE & W ARTHUR AVE"
50,"Alley Resurfacing Menu","N TALMAN AVE & W GRANVILLE AVE & W ROSEMONT AVE & N WASHTENAW AVE",2022,37458.96,43547,"N TALMAN AVE & W GRANVILLE AVE","N WASHTENAW AVE & W GRANVILLE AVE","N TALMAN AVE & W ROSEMONT AVE","N WASHTENAW AVE & W ROSEMONT AVE"
1,"Alley Speed Hump Menu","W NORTH AVE & N MOZART ST & W WABANSIA AVE & N FRANCISCO AVE",2017,1400,725,"N MOZART ST & W NORTH AVE","N FRANCISCO AVE & W NORTH AVE","N MOZART ST & W WABANSIA AVE","N FRANCISCO AVE & W WABANSIA AVE"
1,"Alley Resurfacing Menu (1-1)","W FULLERTON AVE & N WESTERN AVE & N ARTESIAN AVE & W ALTGELD ST",2019,13048.04,831,"N WESTERN AVE & W FULLERTON AVE","N ARTESIAN AVE & W FULLERTON AVE","N WESTERN AVE & W ALTGELD ST","N ARTESIAN AVE & W ALTGELD ST"
1,"Alley Resurfacing Menu","W NORTH AVE & N ARTESIAN AVE & N WESTERN AVE & W WABANSIA AVE",2019,24877.375,832,"N ARTESIAN AVE & W NORTH AVE","N WESTERN AVE & W NORTH AVE","N ARTESIAN AVE & W WABANSIA AVE","N WESTERN AVE & W WABANSIA AVE"
1,"Alley Resurfacing Menu","N CAMPBELL AVE & W LE MOYNE ST & W HIRSCH ST & N MAPLEWOOD AVE",2019,21031.25,834,"N CAMPBELL AVE & W LE MOYNE ST","N MAPLEWOOD AVE & W LE MOYNE ST","N CAMPBELL AVE & W HIRSCH ST","N MAPLEWOOD AVE & W HIRSCH ST"
1,"Alley Resurfacing Menu","W CORTEZ ST & N CALIFORNIA AVE & N WASHTENAW AVE & W THOMAS ST",2019,27417.515,835,"N CALIFORNIA AVE & W CORTEZ ST","N WASHTENAW AVE & W CORTEZ ST","N CALIFORNIA AVE & W THOMAS ST","N WASHTENAW AVE & W THOMAS ST"
1,"Alley Resurfacing Menu","W JULIA CT & N STAVE ST & N STAVE ST & W ST HELEN ST",2019,8948.81,837,"N STAVE ST & W JULIA CT","N STAVE ST & W ST HELEN ST","NA","NA"
1,"Alley Resurfacing Menu","N ARTESIAN AVE & W WABANSIA AVE & W NORTH AVE & N CAMPBELL AVE",2019,28677.91,838,"N ARTESIAN AVE & W WABANSIA AVE","N CAMPBELL AVE & W WABANSIA AVE","N ARTESIAN AVE & W NORTH AVE","N CAMPBELL AVE & W NORTH AVE"
1,"Alley Resurfacing Menu","W ARMITAGE AVE & N KEDZIE AVE & N SAWYER AVE & W CORTLAND ST",2019,26272.465,839,"N KEDZIE AVE & W ARMITAGE AVE","N SAWYER AVE & W ARMITAGE AVE","N KEDZIE AVE & W CORTLAND ST","N SAWYER AVE & W CORTLAND ST"
1,"Alley Resurfacing Menu","N ASHLAND AVE & N MILWAUKEE AVE & W BLACKHAWK ST & N PAULINA ST",2020,7710.855,903,"N ASHLAND AVE & W BLACKHAWK ST","N MILWAUKEE AVE & W BLACKHAWK ST","N PAULINA ST & W BLACKHAWK ST","N ASHLAND AVE & N MILWAUKEE AVE"
1,"Alley Resurfacing Menu"," W GRAND AVE & N ASHLAND AVE & N ARMOUR ST & W HUBBARD ST",2021,13032.105,944,"N ASHLAND AVE & W HUBBARD ST","N ARMOUR ST & W HUBBARD ST","NA","NA"
1,"Alley Resurfacing Menu"," W MEDILL AVE & N CAMPBELL AVE & N MAPLEWOOD AVE & WFULLERTON AVE",2021,19082.9,946,"N CAMPBELL AVE & WFULLERTON AVE","N MAPLEWOOD AVE & WFULLERTON AVE","NA","NA"
1,"Alley Resurfacing Menu"," W AUGUSTA BLVD & N WOOD ST & N HERMITAGE AVE & W WALTONST",2021,17966.805,947,"N WOOD ST & W WALTONST","N HERMITAGE AVE & W WALTONST","NA","NA"
1,"Alley Resurfacing Menu","N OAKLEY BLVD & W IOWA ST & W RICE ST & N WESTERN AVE",2021,32906.95,948,"N OAKLEY BLVD & W IOWA ST","N WESTERN AVE & W IOWA ST","N OAKLEY BLVD & W RICE ST","N WESTERN AVE & W RICE ST"
1,"Alley Resurfacing Menu","W RACE AVE & N DAMEN AVE & N WOLCOTT AVE & W GRAND AVE",2021,18755.92,949,"N DAMEN AVE & W RACE AVE","N WOLCOTT AVE & W RACE AVE","N DAMEN AVE & W GRAND AVE","N WOLCOTT AVE & W GRAND AVE"
1,"Alley Resurfacing Menu"," W CORTEZ ST & N MARSHFIELD AVE & N PAULINA ST & WAUGUSTA BLVD",2022,19151.03,984,"N MARSHFIELD AVE & WAUGUSTA BLVD","N PAULINA ST & WAUGUSTA BLVD","NA","NA"
1,"Alley Resurfacing Menu"," N WOOD ST & W CRYSTAL ST & W DIVISION ST & N HERMITAGE AVE",2022,17714.8,985,"N HERMITAGE AVE & W CRYSTAL ST","N HERMITAGE AVE & W DIVISION ST","NA","NA"
1,"Alley Resurfacing Menu"," N FRANCISCO AVE & W CORTLAND ST & W BLOOMINGDALE AVE & N MOZART ST",2022,17907.99,986,"N MOZART ST & W CORTLAND ST","N MOZART ST & W BLOOMINGDALE AVE","NA","NA"
1,"Alley Resurfacing Menu"," N HERMITAGE AVE & W CHICAGO AVE & W PEARSON ST & NPAULINA ST",2022,16403.485,987,"NPAULINA ST & W CHICAGO AVE","NPAULINA ST & W PEARSON ST","NA","NA"
1,"Alley Resurfacing Menu"," W AUGUSTA BLVD & N WOOD ST & N HERMITAGE AVE & W WALTONST",2022,5441.91,988,"N WOOD ST & W WALTONST","N HERMITAGE AVE & W WALTONST","NA","NA"
1,"Alley Resurfacing Menu","N MOZART ST & W CORTLAND ST & W ARMITAGE AVE & N FRANCISCO AVE",2022,12807.105,990,"N MOZART ST & W CORTLAND ST","N FRANCISCO AVE & W CORTLAND ST","N MOZART ST & W ARMITAGE AVE","N FRANCISCO AVE & W ARMITAGE AVE"
1,"Alley Speed Hump Menu","W ARMITAGE AVE & N DRAKE AVE & N ST LOUIS AVE & W CORTLAND ST",2022,700,992,"N DRAKE AVE & W ARMITAGE AVE","N ST LOUIS AVE & W ARMITAGE AVE","N DRAKE AVE & W CORTLAND ST","N ST LOUIS AVE & W CORTLAND ST"
2,"Alley Resurfacing Menu","W NORTH AVE & N CLEVELAND AVE & W BLACKHAWK ST & N MOHAWK ST",2019,1038.96,2356,"N CLEVELAND AVE & W NORTH AVE","N MOHAWK ST & W NORTH AVE","N CLEVELAND AVE & W BLACKHAWK ST","N MOHAWK ST & W BLACKHAWK ST"
2,"Alley Resurfacing Menu","W DIVISION ST & N BOSWORTH AVE & W BLACKHAWK ST & N GREENVIEW AVE",2019,4330.325,2357,"N BOSWORTH AVE & W DIVISION ST","N GREENVIEW AVE & W DIVISION ST","N BOSWORTH AVE & W BLACKHAWK ST","N GREENVIEW AVE & W BLACKHAWK ST"
2,"Alley Resurfacing Menu","W NORTH AVE & N CLEVELAND AVE & N HUDSON AVE & W BLACKHAWK ST",2022,16638.72,2464,"N CLEVELAND AVE & W NORTH AVE","N HUDSON AVE & W NORTH AVE","N CLEVELAND AVE & W BLACKHAWK ST","N HUDSON AVE & W BLACKHAWK ST"
3,"Alley Speed Hump Menu","S MICHIGAN AVE & E 53RD ST & S WABASH AVE & E 54TH ST",2017,350,2932,"S MICHIGAN AVE & E 53RD ST","S WABASH AVE & E 53RD ST","S MICHIGAN AVE & E 54TH ST","S WABASH AVE & E 54TH ST"
3,"Alley Speed Hump Menu","S MICHIGAN AVE & E 53RD ST & S WABASH AVE & E GARFIELD BLVD",2017,350,2932,"S MICHIGAN AVE & E 53RD ST","S WABASH AVE & E 53RD ST","S MICHIGAN AVE & E GARFIELD BLVD","S WABASH AVE & E GARFIELD BLVD"
3,"Alley Resurfacing Menu","S MICHIGAN AVE & E CULLERTON ST & S WABASH AVE & E 21ST ST",2020,10976.615,3060,"S MICHIGAN AVE & E CULLERTON ST","S WABASH AVE & E CULLERTON ST","S MICHIGAN AVE & E 21ST ST","S WABASH AVE & E 21ST ST"
3,"Alley Speed Hump Menu","W 52ND ST & S WELLS ST & S PRINCETON AVE & W 53RD ST",2020,1050,3068,"S WELLS ST & W 52ND ST","S PRINCETON AVE & W 52ND ST","S WELLS ST & W 53RD ST","S PRINCETON AVE & W 53RD ST"
3,"Alley Resurfacing Menu","E 49TH ST & S MICHIGAN AVE & S INDIANA AVE & E 50TH ST",2022,23593.905,3167,"S MICHIGAN AVE & E 49TH ST","S INDIANA AVE & E 49TH ST","S MICHIGAN AVE & E 50TH ST","S INDIANA AVE & E 50TH ST"
3,"Alley Speed Hump Menu","E 44TH PL & S VINCENNES AVE & S ST LAWRENCE AVE & E 44TH ST",2022,350,3175,"S VINCENNES AVE & E 44TH PL","S ST LAWRENCE AVE & E 44TH PL","S VINCENNES AVE & E 44TH ST","S ST LAWRENCE AVE & E 44TH ST"
3,"Alley Speed Hump Menu","E 48TH ST & S MICHIGAN AVE & S INDIANA AVE & E 49TH ST",2022,350,3176,"S MICHIGAN AVE & E 48TH ST","S INDIANA AVE & E 48TH ST","S MICHIGAN AVE & E 49TH ST","S INDIANA AVE & E 49TH ST"
4,"Alley Speed Hump Menu"," S VINCENNES AVE & E 40TH ST & S LANGLEY AVE & E 41ST ST",2015,1696,3563,"S LANGLEY AVE & E 40TH ST","S LANGLEY AVE & E 41ST ST","NA","NA"
4,"Alley Resurfacing Menu","E 42ND ST & S ST LAWRENCE AVE & E 43RD ST & S CHAMPLAIN AVE",2016,7858.38,3600,"S ST LAWRENCE AVE & E 42ND ST","S CHAMPLAIN AVE & E 42ND ST","S ST LAWRENCE AVE & E 43RD ST","S CHAMPLAIN AVE & E 43RD ST"
4,"Alley Speed Hump Menu","S VINCENNES AVE & E 40TH ST & S LANGLEY AVE & E 41ST ST",2016,53.835,3602,"S VINCENNES AVE & E 40TH ST","S LANGLEY AVE & E 40TH ST","S VINCENNES AVE & E 41ST ST","S LANGLEY AVE & E 41ST ST"
4,"Alley Speed Hump Menu","E 48TH ST & S COTTAGE GROVE AVE & S DREXEL BLVD & E 47TH ST",2016,350,3603,"S COTTAGE GROVE AVE & E 48TH ST","S DREXEL BLVD & E 48TH ST","S COTTAGE GROVE AVE & E 47TH ST","S DREXEL BLVD & E 47TH ST"
4,"Alley Resurfacing Menu","E 46TH ST & S DREXEL BLVD & S ELLIS AVE & E 47TH ST",2021,11377.22,3766,"S DREXEL BLVD & E 46TH ST","S ELLIS AVE & E 46TH ST","S DREXEL BLVD & E 47TH ST","S ELLIS AVE & E 47TH ST"
4,"Concrete Alley Menu"," S ELLIS AVE & E OAKWOOD BLVD & E 40TH ST & S DREXEL BLVD",2021,63251.7,3768,"S DREXEL BLVD & E OAKWOOD BLVD","S DREXEL BLVD & E 40TH ST","NA","NA"
5,"Alley Resurfacing Menu (1-1)","S KENWOOD AVE & E 75TH ST & S KIMBARK AVE & S SOUTH CHICAGO AVE",2018,25178.58,4380,"S KENWOOD AVE & E 75TH ST","S KIMBARK AVE & E 75TH ST","S SOUTH CHICAGO AVE & E 75TH ST","NA"
5,"Alley Resurfacing Menu","S UNIVERSITY AVE & E 54TH ST & S WOODLAWN AVE & E 54TH PL",2018,20159.56,4383,"S UNIVERSITY AVE & E 54TH ST","S WOODLAWN AVE & E 54TH ST","S UNIVERSITY AVE & E 54TH PL","S WOODLAWN AVE & E 54TH PL"
5,"Alley Resurfacing Menu","E 66TH PL & S DORCHESTER AVE & E MARQUETTE RD & S BLACKSTONE AVE",2018,20363.34,4384,"S DORCHESTER AVE & E 66TH PL","S BLACKSTONE AVE & E 66TH PL","S DORCHESTER AVE & E MARQUETTE RD","S BLACKSTONE AVE & E MARQUETTE RD"
5,"Alley Resurfacing Menu","S CORNELL AVE & E 67TH ST & S EAST END AVE & E 68TH ST",2018,18103.345,4385,"S CORNELL AVE & E 67TH ST","S EAST END AVE & E 67TH ST","S CORNELL AVE & E 68TH ST","S EAST END AVE & E 68TH ST"
5,"Concrete Alley Menu"," S CHAPPEL AVE & E 67TH ST & E 68TH ST & S JEFFERY BLVD",2021,117280.125,4456,"S JEFFERY BLVD & E 67TH ST","S JEFFERY BLVD & E 68TH ST","NA","NA"
6,"Alley Speed Hump Menu","S PRAIRIE AVE & E 74TH ST & S CALUMET AVE & E 75TH ST",2019,350,4940,"S PRAIRIE AVE & E 74TH ST","S CALUMET AVE & E 74TH ST","S PRAIRIE AVE & E 75TH ST","S CALUMET AVE & E 75TH ST"
6,"Alley Speed Hump Menu","S PEORIA ST & W 68TH ST & W 69TH ST & S GREEN ST",2021,700,4994,"S PEORIA ST & W 68TH ST","S GREEN ST & W 68TH ST","S PEORIA ST & W 69TH ST","S GREEN ST & W 69TH ST"
7,"Alley Speed Hump Menu","S LUELLA AVE & E 84TH ST & S PAXTON AVE & S SOUTH CHICAGO AVE",2018,1050,5599,"S LUELLA AVE & E 84TH ST","S PAXTON AVE & E 84TH ST","S SOUTH CHICAGO AVE & E 84TH ST","NA"
7,"Alley Resurfacing Menu","E 89TH ST & S YATES BLVD & E 89TH ST & S ANTHONY AVE",2019,6927.17,5642,"S YATES BLVD & E 89TH ST","S ANTHONY AVE & E 89TH ST","NA","NA"
8,"Alley Speed Hump Menu","E 83RD PL & S STONY ISLAND AVE & S EAST END AVE & E 83RD ST",2021,350,6519,"S STONY ISLAND AVE & E 83RD PL","S EAST END AVE & E 83RD PL","S STONY ISLAND AVE & E 83RD ST","S EAST END AVE & E 83RD ST"
8,"Alley Speed Hump Menu","S CREGIER AVE & E 75TH ST & E 76TH ST & S RIDGELAND AVE",2021,700,6521,"S CREGIER AVE & E 75TH ST","S RIDGELAND AVE & E 75TH ST","S CREGIER AVE & E 76TH ST","S RIDGELAND AVE & E 76TH ST"
9,"Alley Resurfacing Menu","E 107TH ST & S RHODES AVE & S DAUPHIN AVE & E 106TH ST",2019,9005.145,7210,"S RHODES AVE & E 107TH ST","S DAUPHIN AVE & E 107TH ST","S RHODES AVE & E 106TH ST","S DAUPHIN AVE & E 106TH ST"
10,"Concrete Alley Menu","S MUSKEGON AVE & E 131ST ST & S BRAINARD AVE & S MANISTEE AVE",2017,16000,8223,"S MUSKEGON AVE & E 131ST ST","S BRAINARD AVE & E 131ST ST","S MANISTEE AVE & E 131ST ST","NA"
10,"Alley Resurfacing Menu"," S MACKINAW AVE & E 133RD ST & E 134TH ST & S BUFFALO AVE",2021,21171.95,8404,"S BUFFALO AVE & E 133RD ST","S BUFFALO AVE & E 134TH ST","NA","NA"
11,"Alley Resurfacing Menu","S PRINCETON AVE & W 30TH ST & S WELLS ST & W 31ST ST",2018,20045.155,9112,"S PRINCETON AVE & W 30TH ST","S WELLS ST & W 30TH ST","S PRINCETON AVE & W 31ST ST","S WELLS ST & W 31ST ST"
11,"Alley Resurfacing Menu (1-1)","W 28TH ST & S WALLACE ST & W 29TH ST & S LOWE AVE",2019,12672.57,9158,"S WALLACE ST & W 28TH ST","S LOWE AVE & W 28TH ST","S WALLACE ST & W 29TH ST","S LOWE AVE & W 29TH ST"
11,"Alley Resurfacing Menu","S LOWE AVE & W 44TH ST & S UNION AVE & W 45TH ST",2019,16415.815,9159,"S LOWE AVE & W 44TH ST","S UNION AVE & W 44TH ST","S LOWE AVE & W 45TH ST","S UNION AVE & W 45TH ST"
11,"Alley Resurfacing Menu","W 46TH PL & S UNION AVE & W 46TH ST & S WALLACE ST",2019,19504.11,9160,"S UNION AVE & W 46TH PL","S WALLACE ST & W 46TH PL","S UNION AVE & W 46TH ST","S WALLACE ST & W 46TH ST"
11,"Alley Resurfacing Menu","S RUBLE ST & W 16TH ST & S DESPLAINES ST & W 18TH ST",2019,22790.555,9161,"S RUBLE ST & W 16TH ST","S DESPLAINES ST & W 16TH ST","S RUBLE ST & W 18TH ST","S DESPLAINES ST & W 18TH ST"
11,"Alley Resurfacing Menu","S SHIELDS AVE & W 28TH PL & W 29TH ST & S STEWART AVE",2019,13951.105,9163,"S SHIELDS AVE & W 28TH PL","S STEWART AVE & W 28TH PL","S SHIELDS AVE & W 29TH ST","S STEWART AVE & W 29TH ST"
11,"Alley Resurfacing Menu","S NORMAL AVE & W 42ND PL & S NORMAL AVE & W 43RD ST",2019,4139.28,9164,"S NORMAL AVE & W 42ND PL","S NORMAL AVE & W 43RD ST","NA","NA"
11,"Alley Resurfacing Menu","W 43RD PL & S EMERALD AVE & W 44TH PL & S UNION AVE",2019,16879.235,9165,"S EMERALD AVE & W 43RD PL","S UNION AVE & W 43RD PL","S EMERALD AVE & W 44TH PL","S UNION AVE & W 44TH PL"
11,"Alley Speed Hump Menu","S MORGAN ST & W 36TH ST & S SANGAMON ST & W 37TH ST",2019,700,9170,"S MORGAN ST & W 36TH ST","S SANGAMON ST & W 36TH ST","S MORGAN ST & W 37TH ST","S SANGAMON ST & W 37TH ST"
11,"Alley Resurfacing Menu (1-1)","W 46TH ST & S EMERALD AVE & S UNION AVE & W",2020,16781.915,9214,"S EMERALD AVE & W 46TH ST","S UNION AVE & W 46TH ST","S EMERALD AVE & W","S UNION AVE & W"
11,"Alley Resurfacing Menu","W 29TH ST & S SHIELDS AVE & W 29TH PL & S STEWART AVE",2020,9413.025,9215,"S SHIELDS AVE & W 29TH ST","S STEWART AVE & W 29TH ST","S SHIELDS AVE & W 29TH PL","S STEWART AVE & W 29TH PL"
11,"Alley Resurfacing Menu","W 34TH ST & S HALSTED ST & W 35TH ST & S EMERALD AVE",2020,22546.32,9216,"S HALSTED ST & W 34TH ST","S EMERALD AVE & W 34TH ST","S HALSTED ST & W 35TH ST","S EMERALD AVE & W 35TH ST"
