"ward","type","location","year","est_cost","main_street","from_street","to_street","from_intersection","to_intersection"
50,"Street Resurfacing Menu","ON N RICHMOND ST FROM W ALBION AV (6600 N) TO W NORTH SHORE AV (6700 N)",2013,40080,"N RICHMOND ST","W ALBION AV ","W NORTH SHORE AV ","N RICHMOND ST and W ALBION AV ","N RICHMOND ST and W NORTH SHORE AV "
50,"Street Resurfacing Menu","ON W ROSEMONT AVE FROM N WHIPPLE ST (3032 W) TO N KEDZIE AV (3200 W)",2013,70081,"W ROSEMONT AVE","N WHIPPLE ST ","N KEDZIE AV ","W ROSEMONT AVE and N WHIPPLE ST ","W ROSEMONT AVE and N KEDZIE AV "
50,"Street Resurfacing Menu","ON N FRANCISCO AVE FROM W JARVIS AV (7400 N) TO W JEROME ST (7534 N)",2013,47549,"N FRANCISCO AVE","W JARVIS AV ","W JEROME ST ","N FRANCISCO AVE and W JARVIS AV ","N FRANCISCO AVE and W JEROME ST "
50,"Street Light Residential","ON W GLENLAKE AVE FROM N KIMBALL AVE (3400 W) TO N DRAKE AVE (3530 W)",2013,18759,"W GLENLAKE AVE","N KIMBALL AVE ","N DRAKE AVE ","W GLENLAKE AVE and N KIMBALL AVE ","W GLENLAKE AVE and N DRAKE AVE "
50,"Street Light Residential","ON N ARTESIAN AVE FROM W DEVON AVE (6400 N) TO W ALBION AVE (6600 N)",2013,56500,"N ARTESIAN AVE","W DEVON AVE ","W ALBION AVE ","N ARTESIAN AVE and W DEVON AVE ","N ARTESIAN AVE and W ALBION AVE "
50,"Street Light Residential","ON N CAMPBELL AVE FROM W ALBION AVE (6600 N) TO W DEVON AVE (6400 N)",2013,56500,"N CAMPBELL AVE","W ALBION AVE ","W DEVON AVE ","N CAMPBELL AVE and W ALBION AVE ","N CAMPBELL AVE and W DEVON AVE "
50,"Alley Apron Menu","ON W NORTH SHORE AVE FROM 2916 W TO N FRANCISCO AVE (2900 W)",2014,16420,"W NORTH SHORE AVE","2916 W","N FRANCISCO AVE ","2916 W NORTH SHORE AVE","W NORTH SHORE AVE and N FRANCISCO AVE "
50,"Alley Apron Menu","ON W NORTH SHORE AVE FROM 2800 W TO N CALIFORNIA AVE (2800 W)",2014,14963,"W NORTH SHORE AVE","2800 W","N CALIFORNIA AVE ","2800 W NORTH SHORE AVE","W NORTH SHORE AVE and N CALIFORNIA AVE "
50,"Sidewalk Menu","ON N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE FROM N HOYNE AVE (2100 W) TO N",2014,29716,"N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE","W THOME AVE  TO W ROSEMONT AVE  ON W GRANVILLE AVE FROM N HOYNE AVE ","W ROSEMONT AVE  ON W GRANVILLE AVE FROM N HOYNE AVE  TO N","N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE and W THOME AVE  TO W ROSEMONT AVE  ON W GRANVILLE AVE FROM N HOYNE AVE ","N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE and W ROSEMONT AVE  ON W GRANVILLE AVE FROM N HOYNE AVE  TO N"
50,"Sidewalk Menu","ON W CORNELIA AVE FROM N HOYNE AVE (2100 W) TO N HAMILTON AVE (2130 W)",2014,10771,"W CORNELIA AVE","N HOYNE AVE ","N HAMILTON AVE ","W CORNELIA AVE and N HOYNE AVE ","W CORNELIA AVE and N HAMILTON AVE "
50,"Sidewalk Menu","ON W NORTH SHORE AVE FROM N RICHMOND ST (2930 W) TO N FRANCISCO AVE (2900 W)",2014,629,"W NORTH SHORE AVE","N RICHMOND ST ","N FRANCISCO AVE ","W NORTH SHORE AVE and N RICHMOND ST ","W NORTH SHORE AVE and N FRANCISCO AVE "
50,"Street Resurfacing Menu","ON N MONTICELLO AVE FROM W ROSEMONT AVE (6300 N) TO W DEVON AVE (6400 N)",2014,39719,"N MONTICELLO AVE","W ROSEMONT AVE ","W DEVON AVE ","N MONTICELLO AVE and W ROSEMONT AVE ","N MONTICELLO AVE and W DEVON AVE "
50,"Street Resurfacing Menu","ON W COYLE AVE FROM N CALIFORNIA AVE (2800 W) TO N FRANCISCO AVE (2900 W)",2014,37561,"W COYLE AVE","N CALIFORNIA AVE ","N FRANCISCO AVE ","W COYLE AVE and N CALIFORNIA AVE ","W COYLE AVE and N FRANCISCO AVE "
50,"Street Resurfacing Menu","ON N ROCKWELL ST FROM W ESTES AVE (7100 N) TO W FITCH AVE (7130 N)",2014,20152,"N ROCKWELL ST","W ESTES AVE ","W FITCH AVE ","N ROCKWELL ST and W ESTES AVE ","N ROCKWELL ST and W FITCH AVE "
50,"Street Resurfacing Menu","ON N MOZART ST FROM W NORTH SHORE AVE (6700 N) TO W PRATT BLVD (6800 N)",2014,41291,"N MOZART ST","W NORTH SHORE AVE ","W PRATT BLVD ","N MOZART ST and W NORTH SHORE AVE ","N MOZART ST and W PRATT BLVD "
50,"Street Resurfacing Menu","ON N FRANCISCO AVE FROM W ARTHUR AVE (6500 N) TO W ALBION AVE (6600 N)",2014,37837,"N FRANCISCO AVE","W ARTHUR AVE ","W ALBION AVE ","N FRANCISCO AVE and W ARTHUR AVE ","N FRANCISCO AVE and W ALBION AVE "
50,"Street Resurfacing Menu","ON W LUNT AVE FROM N OAKLEY AVE (2300 W) TO N BELL AVE (2200 W)",2014,5629,"W LUNT AVE","N OAKLEY AVE ","N BELL AVE ","W LUNT AVE and N OAKLEY AVE ","W LUNT AVE and N BELL AVE "
50,"Street Resurfacing Menu","ON W LUNT AVE FROM N HAMILTON AVE (2100 W) TO N SEELEY AVE (2070 W)",2014,5241,"W LUNT AVE","N HAMILTON AVE ","N SEELEY AVE ","W LUNT AVE and N HAMILTON AVE ","W LUNT AVE and N SEELEY AVE "
50,"Street Resurfacing Menu","ON N ROCKWELL ST FROM W NORTH SHORE AVE (6700 N) TO W PRATT BLVD (6800 N)",2014,39343,"N ROCKWELL ST","W NORTH SHORE AVE ","W PRATT BLVD ","N ROCKWELL ST and W NORTH SHORE AVE ","N ROCKWELL ST and W PRATT BLVD "
50,"Street Resurfacing Menu","ON N RICHMOND ST FROM W GLENLAKE AVE (6100 N) TO W GRANVILLE AVE (6200 N)",2014,34728,"N RICHMOND ST","W GLENLAKE AVE ","W GRANVILLE AVE ","N RICHMOND ST and W GLENLAKE AVE ","N RICHMOND ST and W GRANVILLE AVE "
50,"Street Resurfacing Menu","ON W GREENLEAF AVE FROM N FRANCISCO AVE (2900 W) TO N SACRAMENTO AVE (3000 W)",2014,39915,"W GREENLEAF AVE","N FRANCISCO AVE ","N SACRAMENTO AVE ","W GREENLEAF AVE and N FRANCISCO AVE ","W GREENLEAF AVE and N SACRAMENTO AVE "
50,"Street Resurfacing Menu","ON W ROSEMONT AVE FROM N WASHTENAW AVE (2700 W) TO N FAIRFIELD AVE (2730 W)",2014,20327,"W ROSEMONT AVE","N WASHTENAW AVE ","N FAIRFIELD AVE ","W ROSEMONT AVE and N WASHTENAW AVE ","W ROSEMONT AVE and N FAIRFIELD AVE "
50,"Street Resurfacing Menu","ON N SACRAMENTO AVE FROM W GREENLEAF AVE (7030 N) TO W LUNT AVE (7000 N)",2014,971,"N SACRAMENTO AVE","W GREENLEAF AVE ","AVE FROM W GREENLEAF AVE  TO W LUNT AVE ","N SACRAMENTO AVE and W GREENLEAF AVE ","N SACRAMENTO AVE and AVE FROM W GREENLEAF AVE  TO W LUNT AVE "
50,"Street Resurfacing Menu","ON W ARTHUR AVE FROM N RICHMOND ST (2930 W) TO N WHIPPLE ST (3030 W)",2014,28497,"W ARTHUR AVE","N RICHMOND ST ","N WHIPPLE ST ","W ARTHUR AVE and N RICHMOND ST ","W ARTHUR AVE and N WHIPPLE ST "
50,"Street Resurfacing Menu","ON N OAKLEY AVE FROM W ESTES AVE (7100 N) TO W TOUHY AVE (7200 N)",2014,25302,"N OAKLEY AVE","W ESTES AVE  TO W","W TOUHY AVE ","N OAKLEY AVE and W ESTES AVE  TO W","N OAKLEY AVE and W TOUHY AVE "
50,"Street Resurfacing Menu","ON W GRANVILLE AVE FROM N MOZART ST (2830 W) TO N RICHMOND ST (2930 W)",2014,31875,"W GRANVILLE AVE","N MOZART ST ","N RICHMOND ST ","W GRANVILLE AVE and N MOZART ST ","W GRANVILLE AVE and N RICHMOND ST "
50,"Street Resurfacing Menu","ON W JARVIS AVE FROM N CAMPBELL AVE (2500 W) TO N ROCKWELL ST (2600 W)",2014,33525,"W JARVIS AVE","N CAMPBELL AVE ","N ROCKWELL ST ","W JARVIS AVE and N CAMPBELL AVE ","W JARVIS AVE and N ROCKWELL ST "
50,"Street Resurfacing Menu","ON N WASHTENAW AVE FROM W COYLE AVE (6930 N) TO W LUNT AVE (7000 N)",2014,18703,"N WASHTENAW AVE","W COYLE AVE ","W LUNT AVE ","N WASHTENAW AVE and W COYLE AVE ","N WASHTENAW AVE and W LUNT AVE "
50,"Street Resurfacing Menu","ON W ARTHUR AVE FROM N WHIPPLE ST (3030 W) TO N ALBANY AVE (3100 W)",2014,33170,"W ARTHUR AVE","N WHIPPLE ST ","N ALBANY AVE ","W ARTHUR AVE and N WHIPPLE ST ","W ARTHUR AVE and N ALBANY AVE "
50,"Street Resurfacing Menu","ON W ARTHUR AVE FROM N DAMEN AVE (2000 W) TO N SEELEY AVE (2030 W)",2014,18796,"W ARTHUR AVE","N DAMEN AVE ","N SEELEY AVE ","W ARTHUR AVE and N DAMEN AVE ","W ARTHUR AVE and N SEELEY AVE "
50,"Street Resurfacing Menu","ON N WASHTENAW AVE FROM W FITCH AVE (7130 N) TO W TOUHY AVE (7200 N)",2014,18595,"N WASHTENAW AVE","W FITCH AVE  TO W","W TOUHY AVE ","N WASHTENAW AVE and W FITCH AVE  TO W","N WASHTENAW AVE and W TOUHY AVE "
50,"Street Resurfacing Menu","ON W ROSEMONT AVE FROM N ROCKWELL ST (2600 W) TO N WASHTENAW AVE (2700 W)",2014,88763,"W ROSEMONT AVE","N ROCKWELL ST ","N WASHTENAW AVE ","W ROSEMONT AVE and N ROCKWELL ST ","W ROSEMONT AVE and N WASHTENAW AVE "
50,"Street Resurfacing Menu","ON N FRANCISCO AVE FROM W GREENLEAF AVE (7030 N) TO W LUNT AVE (7000 N)",2014,7282,"N FRANCISCO AVE","W GREENLEAF AVE ","W LUNT AVE ","N FRANCISCO AVE and W GREENLEAF AVE ","N FRANCISCO AVE and W LUNT AVE "
50,"Street Resurfacing Menu","ON N ARTESIAN AVE FROM W ROSEMONT AVE (6300 N) TO W DEVON AVE (6400 N)",2014,68094,"N ARTESIAN AVE","W ROSEMONT AVE ","W DEVON AVE ","N ARTESIAN AVE and W ROSEMONT AVE ","N ARTESIAN AVE and W DEVON AVE "
50,"Street Resurfacing Menu","ON W JARVIS AVE FROM N FRANCISCO AVE (2900 W) TO N SACRAMENTO AVE (3000 W)",2014,24577,"W JARVIS AVE","N FRANCISCO AVE ","N SACRAMENTO AVE ","W JARVIS AVE and N FRANCISCO AVE ","W JARVIS AVE and N SACRAMENTO AVE "
50,"Street Resurfacing Menu","ON W GLENLAKE AVE FROM N KIMBALL AVE (3400 W) TO N ST LOUIS AVE (3500 W)",2014,45021,"W GLENLAKE AVE","N KIMBALL AVE ","N ST LOUIS AVE ","W GLENLAKE AVE and N KIMBALL AVE ","W GLENLAKE AVE and N ST LOUIS AVE "
50,"Street Resurfacing Menu","ON N BERNARD ST FROM W GRANVILLE AVE (6200 N) TO N LINCOLN AVE (6300 N)",2014,29301,"N BERNARD ST","W GRANVILLE AVE ","N LINCOLN AVE ","N BERNARD ST and W GRANVILLE AVE ","N BERNARD ST and N LINCOLN AVE "
50,"Street Resurfacing Menu","ON N FRANCISCO AVE FROM W LUNT AVE (7000 N) TO W GREENLEAF AVE (7030 N)",2014,10812,"N FRANCISCO AVE","W LUNT AVE ","W GREENLEAF AVE ","N FRANCISCO AVE and W LUNT AVE ","N FRANCISCO AVE and W GREENLEAF AVE "
50,"Street Resurfacing Menu","ON W BIRCHWOOD AVE FROM N CAMPBELL AVE (2500 W) TO N MAPLEWOOD AVE (2530 W)",2014,27777,"W BIRCHWOOD AVE","N CAMPBELL AVE ","N MAPLEWOOD AVE ","W BIRCHWOOD AVE and N CAMPBELL AVE ","W BIRCHWOOD AVE and N MAPLEWOOD AVE "
50,"Street Resurfacing Menu","ON N FRANCISCO AVE FROM W ALBION AVE (6600 N) TO W PRATT BLVD (6800 N)",2014,83106,"N FRANCISCO AVE","W ALBION AVE ","W PRATT BLVD ","N FRANCISCO AVE and W ALBION AVE ","N FRANCISCO AVE and W PRATT BLVD "
50,"Street Resurfacing Menu","ON N DRAKE AVE FROM W PETERSON AVE (6000 N) TO W GLENLAKE AVE (6100 N)",2014,38535,"N DRAKE AVE","W PETERSON AVE ","W GLENLAKE AVE ","N DRAKE AVE and W PETERSON AVE ","N DRAKE AVE and W GLENLAKE AVE "
50,"Street Resurfacing Menu","ON N CAMPBELL AVE FROM W FARWELL AVE (6830 N) TO W COYLE AVE (6930 N)",2014,42184,"N CAMPBELL AVE","W FARWELL AVE ","W COYLE AVE ","N CAMPBELL AVE and W FARWELL AVE ","N CAMPBELL AVE and W COYLE AVE "
50,"Street Resurfacing Menu","ON N CAMPBELL AVE FROM W ALBION AVE (6600 N) TO W NORTH SHORE AVE (6700 N)",2014,38872,"N CAMPBELL AVE","W ALBION AVE ","W NORTH SHORE AVE ","N CAMPBELL AVE and W ALBION AVE ","N CAMPBELL AVE and W NORTH SHORE AVE "
50,"Street Resurfacing Menu","ON W FARGO AVE FROM N WASHTENAW AVE (2700 W) TO N CALIFORNIA AVE (2800 W)",2014,38991,"W FARGO AVE","N WASHTENAW AVE ","N CALIFORNIA AVE ","W FARGO AVE and N WASHTENAW AVE ","W FARGO AVE and N CALIFORNIA AVE "
50,"Street Resurfacing Menu","ON W ARTHUR AVE FROM N WESTERN AVE (2400 W) TO N CAMPBELL AVE (2500 W)",2014,32623,"W ARTHUR AVE","N WESTERN AVE ","N CAMPBELL AVE ","W ARTHUR AVE and N WESTERN AVE ","W ARTHUR AVE and N CAMPBELL AVE "
50,"Street Light Residential","ON W GLENLAKE AVE FROM N KIMBALL AVE (3400 W) TO N JERSEY AVE (3200 W)",2014,4000,"W GLENLAKE AVE","N KIMBALL AVE ","N JERSEY AVE ","W GLENLAKE AVE and N KIMBALL AVE ","W GLENLAKE AVE and N JERSEY AVE "
50,"Street Light Residential","ON N CHRISTIANA AVE FROM W PETERSON AVE (6000 N) TO N LINCOLN AVE (6140 N)",2014,8000,"N CHRISTIANA AVE","W PETERSON AVE ","N LINCOLN AVE ","N CHRISTIANA AVE and W PETERSON AVE ","N CHRISTIANA AVE and N LINCOLN AVE "
50,"Alley Apron Menu","ON N LINCOLN AVE FROM 6336 N TO N DRAKE AVE (6340 N)",2015,10990,"N LINCOLN AVE","6336 N","N DRAKE AVE ","6336 N LINCOLN AVE","N LINCOLN AVE and N DRAKE AVE "
50,"Curb & Gutter Menu","ON W ALBION AVE FROM N WASHTENAW AVE (2700 W) TO N TALMAN AVE (2630 W)",2015,13137,"W ALBION AVE","N WASHTENAW AVE ","N TALMAN AVE ","W ALBION AVE and N WASHTENAW AVE ","W ALBION AVE and N TALMAN AVE "
50,"Street Resurfacing Menu","ON W ROSEMONT AVE FROM N MONTICELLO AVE (3630 W) TO N LAWNDALE AVE (3700 W)",2015,24629,"W ROSEMONT AVE","N MONTICELLO AVE ","N LAWNDALE AVE ","W ROSEMONT AVE and N MONTICELLO AVE ","W ROSEMONT AVE and N LAWNDALE AVE "
50,"Street Resurfacing Menu","ON N CENTRAL PARK AVE FROM W GLENLAKE AVE (6100 N) TO W GRANVILLE AVE (6200 N)",2015,47093,"N CENTRAL PARK AVE","W GLENLAKE AVE ","W GRANVILLE AVE ","N CENTRAL PARK AVE and W GLENLAKE AVE ","N CENTRAL PARK AVE and W GRANVILLE AVE "
50,"Street Resurfacing Menu","ON N TROY ST FROM W ARTHUR AVE (6500 N) TO W ALBION AVE (6600 N)",2015,54191,"N TROY ST","W ARTHUR AVE ","W ALBION AVE ","N TROY ST and W ARTHUR AVE ","N TROY ST and W ALBION AVE "
50,"Street Resurfacing Menu","ON W GRANVILLE AVE FROM N ALBANY AVE (3100 W) TO N KEDZIE AVE (3200 W)",2015,46758,"W GRANVILLE AVE","N ALBANY AVE ","N KEDZIE AVE ","W GRANVILLE AVE and N ALBANY AVE ","W GRANVILLE AVE and N KEDZIE AVE "
50,"Street Resurfacing Menu","ON W GREENLEAF AVE FROM N CALIFORNIA AVE (2800 W) TO N FRANCISCO AVE (2900 W)",2015,54107,"W GREENLEAF AVE","N CALIFORNIA AVE ","N FRANCISCO AVE ","W GREENLEAF AVE and N CALIFORNIA AVE ","W GREENLEAF AVE and N FRANCISCO AVE "
50,"Street Resurfacing Menu","ON W GLENLAKE AVE FROM N RICHMOND ST (2930 W) TO N SACRAMENTO AVE (3000 W)",2015,37808,"W GLENLAKE AVE","N RICHMOND ST ","N SACRAMENTO AVE ","W GLENLAKE AVE and N RICHMOND ST ","W GLENLAKE AVE and N SACRAMENTO AVE "
50,"Street Resurfacing Menu","ON N FRANCISCO AVE FROM W JARVIS AVE (7400 N) TO W CHASE AVE (7300 N)",2015,67262,"N FRANCISCO AVE","W JARVIS AVE ","W CHASE AVE ","N FRANCISCO AVE and W JARVIS AVE ","N FRANCISCO AVE and W CHASE AVE "
50,"Street Resurfacing Menu","ON N LAWNDALE AVE FROM W GRANVILLE AVE (6200 N) TO W ROSEMONT AVE (6300 N)",2015,23357,"N LAWNDALE AVE","W GRANVILLE AVE ","W ROSEMONT AVE ","N LAWNDALE AVE and W GRANVILLE AVE ","N LAWNDALE AVE and W ROSEMONT AVE "
50,"Street Resurfacing Menu","ON W GRANVILLE AVE FROM N MOZART ST (2830 W) TO N CALIFORNIA AVE (2800 W)",2015,18613,"W GRANVILLE AVE","N MOZART ST ","N CALIFORNIA AVE ","W GRANVILLE AVE and N MOZART ST ","W GRANVILLE AVE and N CALIFORNIA AVE "
50,"Street Resurfacing Menu","ON W ARTHUR AVE FROM N SEELEY AVE (2030 W) TO N HOYNE AVE (2100 W)",2015,23548,"W ARTHUR AVE","N SEELEY AVE ","N HOYNE AVE ","W ARTHUR AVE and N SEELEY AVE ","W ARTHUR AVE and N HOYNE AVE "
50,"Street Resurfacing Menu","ON N ROCKWELL ST FROM W ARTHUR AVE (6500 N) TO W DEVON AVE (6400 N)",2015,32199,"N ROCKWELL ST","W ARTHUR AVE ","W DEVON AVE ","N ROCKWELL ST and W ARTHUR AVE ","N ROCKWELL ST and W DEVON AVE "
50,"Street Resurfacing Menu","ON W JARLATH ST FROM N ROCKWELL ST (2600 W) TO N WASHTENAW AVE (2700 W)",2015,51480,"W JARLATH ST","N ROCKWELL ST ","N WASHTENAW AVE ","W JARLATH ST and N ROCKWELL ST ","W JARLATH ST and N WASHTENAW AVE "
50,"Street Resurfacing Menu","ON N LEAVITT ST FROM W GRANVILLE AVE (6200 N) TO W THOME AVE (6230 N)",2015,28998,"N LEAVITT ST","W GRANVILLE AVE ","W THOME AVE ","N LEAVITT ST and W GRANVILLE AVE ","N LEAVITT ST and W THOME AVE "
50,"Street Resurfacing Menu","ON W MORSE AVE FROM N WASHTENAW AVE (2700 W) TO N CALIFORNIA AVE (2800 W)",2015,44451,"W MORSE AVE","N WASHTENAW AVE ","N CALIFORNIA AVE ","W MORSE AVE and N WASHTENAW AVE ","W MORSE AVE and N CALIFORNIA AVE "
50,"Street Resurfacing Menu","ON W COYLE AVE FROM N WESTERN AVE (2400 W) TO N CAMPBELL AVE (2500 W)",2015,61474,"W COYLE AVE","N WESTERN AVE ","N CAMPBELL AVE ","W COYLE AVE and N WESTERN AVE ","W COYLE AVE and N CAMPBELL AVE "
50,"Street Resurfacing Menu","ON W SHERWIN AVE FROM N SACRAMENTO AVE (3000 W) TO N ALBANY AVE (3100 W)",2015,41482,"W SHERWIN AVE","N SACRAMENTO AVE ","AVE  TO N ALBANY AVE ","W SHERWIN AVE and N SACRAMENTO AVE ","W SHERWIN AVE and AVE  TO N ALBANY AVE "
50,"Street Resurfacing Menu","ON N ROCKWELL ST FROM W ROSEMONT AVE (6300 N) TO W DEVON AVE (6400 N)",2015,49487,"N ROCKWELL ST","W ROSEMONT AVE ","W DEVON AVE ","N ROCKWELL ST and W ROSEMONT AVE ","N ROCKWELL ST and W DEVON AVE "
50,"Street Resurfacing Menu","ON W SHERWIN AVE FROM N FRANCISCO AVE (2900 W) TO N SACRAMENTO AVE (3000 W)",2015,46867,"W SHERWIN AVE","N FRANCISCO AVE ","N SACRAMENTO AVE ","W SHERWIN AVE and N FRANCISCO AVE ","W SHERWIN AVE and N SACRAMENTO AVE "
50,"Street Resurfacing Menu","ON W BIRCHWOOD AVE FROM N ROCKWELL ST (2600 W) TO N WASHTENAW AVE (2700 W)",2015,7065,"W BIRCHWOOD AVE","N ROCKWELL ST ","N WASHTENAW AVE ","W BIRCHWOOD AVE and N ROCKWELL ST ","W BIRCHWOOD AVE and N WASHTENAW AVE "
50,"Street Resurfacing Menu","ON N CHRISTIANA AVE FROM W PETERSON AVE (6000 N) TO W GLENLAKE AVE (6100 N)",2015,48286,"N CHRISTIANA AVE","W PETERSON AVE ","W GLENLAKE AVE ","N CHRISTIANA AVE and W PETERSON AVE ","N CHRISTIANA AVE and W GLENLAKE AVE "
50,"Street Resurfacing Menu","ON W BIRCHWOOD AVE FROM N WASHTENAW AVE (2700 W) TO N CALIFORNIA AVE (2800 W)",2015,8808,"W BIRCHWOOD AVE","N WASHTENAW AVE ","N CALIFORNIA AVE ","W BIRCHWOOD AVE and N WASHTENAW AVE ","W BIRCHWOOD AVE and N CALIFORNIA AVE "
50,"Street Resurfacing Menu","ON W NORTH SHORE AVE FROM N TALMAN AVE (2630 W) TO N WASHTENAW AVE (2700 W)",2015,22247,"W NORTH SHORE AVE","N TALMAN AVE ","N WASHTENAW AVE ","W NORTH SHORE AVE and N TALMAN AVE ","W NORTH SHORE AVE and N WASHTENAW AVE "
50,"Street Resurfacing Menu","ON N FRANCISCO AVE FROM W JEROME ST (7530 N) TO W BIRCHWOOD AVE (7500 N)",2015,17818,"N FRANCISCO AVE","W JEROME ST ","W BIRCHWOOD AVE ","N FRANCISCO AVE and W JEROME ST ","N FRANCISCO AVE and W BIRCHWOOD AVE "
50,"Street Resurfacing Menu","ON W BIRCHWOOD AVE FROM N ALBANY AVE (3100 W) TO N KEDZIE AVE (3200 W)",2015,51060,"W BIRCHWOOD AVE","N ALBANY AVE ","N KEDZIE AVE ","W BIRCHWOOD AVE and N ALBANY AVE ","W BIRCHWOOD AVE and N KEDZIE AVE "
50,"Street Resurfacing Menu","ON N BELL AVE FROM W DEVON AVE (6400 N) TO W ARTHUR AVE (6500 N)",2015,48067,"N BELL AVE","W DEVON AVE ","W ARTHUR AVE ","N BELL AVE and W DEVON AVE ","N BELL AVE and W ARTHUR AVE "
50,"Street Resurfacing Menu","ON W MORSE AVE FROM N CALIFORNIA AVE (2800 W) TO N FRANCISCO AVE (2900 W)",2015,15973,"W MORSE AVE","N CALIFORNIA AVE ","N FRANCISCO AVE ","W MORSE AVE and N CALIFORNIA AVE ","W MORSE AVE and N FRANCISCO AVE "
50,"Street Resurfacing Menu","ON N SACRAMENTO AVE FROM W LUNT AVE (7000 N) TO W MORSE AVE (6900 N)",2015,62804,"N SACRAMENTO AVE","W LUNT AVE ","AVE FROM W LUNT AVE  TO W MORSE AVE ","N SACRAMENTO AVE and W LUNT AVE ","N SACRAMENTO AVE and AVE FROM W LUNT AVE  TO W MORSE AVE "
50,"Street Resurfacing Menu","ON W FARWELL AVE FROM N BELL AVE (2200 W) TO N OAKLEY AVE (2300 W)",2015,41219,"W FARWELL AVE","N BELL AVE ","N OAKLEY AVE ","W FARWELL AVE and N BELL AVE ","W FARWELL AVE and N OAKLEY AVE "
50,"Street Resurfacing Menu","ON N DRAKE AVE FROM W GRANVILLE AVE (6200 N) TO W ROSEMONT AVE (6300 N)",2015,47297,"N DRAKE AVE","W GRANVILLE AVE ","W ROSEMONT AVE ","N DRAKE AVE and W GRANVILLE AVE ","N DRAKE AVE and W ROSEMONT AVE "
50,"Street Resurfacing Menu","ON W JARVIS AVE FROM N ROCKWELL ST (2600 W) TO N WASHTENAW AVE (2700 W)",2015,53517,"W JARVIS AVE","N ROCKWELL ST ","N WASHTENAW AVE ","W JARVIS AVE and N ROCKWELL ST ","W JARVIS AVE and N WASHTENAW AVE "
50,"Street Resurfacing Menu","ON W GRANVILLE AVE FROM N ALBANY AVE (3100 W) TO N RICHMOND ST (2930 W)",2015,78821,"W GRANVILLE AVE","N ALBANY AVE ","N RICHMOND ST ","W GRANVILLE AVE and N ALBANY AVE ","W GRANVILLE AVE and N RICHMOND ST "
50,"Street Light Residential","ON N FAIRFIELD AVE FROM W PRATT BLVD (6800 N) TO W NORTH SHORE AVE (6700 N)",2015,18713,"N FAIRFIELD AVE","W PRATT BLVD ","W NORTH SHORE AVE ","N FAIRFIELD AVE and W PRATT BLVD ","N FAIRFIELD AVE and W NORTH SHORE AVE "
50,"Street Light Residential","ON N WASHTENAW AVE FROM W NORTH SHORE AVE (6700 N) TO W PRATT BLVD (6800 N)",2015,18713,"N WASHTENAW AVE","W NORTH SHORE AVE ","W PRATT BLVD ","N WASHTENAW AVE and W NORTH SHORE AVE ","N WASHTENAW AVE and W PRATT BLVD "
50,"Street Light Residential Staggered Piggy Back Menu","ON N SACRAMENTO AVE FROM W TOUHY AVE (7200 N) TO W PRATT BLVD (6800 N)",2016,259818,"N SACRAMENTO AVE","W TOUHY AVE ","AVE FROM W TOUHY AVE  TO W PRATT BLVD ","N SACRAMENTO AVE and W TOUHY AVE ","N SACRAMENTO AVE and AVE FROM W TOUHY AVE  TO W PRATT BLVD "
50,"Street Resurfacing Menu (1-5)","ON N SACRAMENTO AVE FROM W LUNT AVE (7000 N) TO W TOUHY AVE (7200 N)",2016,98107.45,"N SACRAMENTO AVE","W LUNT AVE  TO W","AVE FROM W LUNT AVE  TO W TOUHY AVE ","N SACRAMENTO AVE and W LUNT AVE  TO W","N SACRAMENTO AVE and AVE FROM W LUNT AVE  TO W TOUHY AVE "
50,"Street Resurfacing Menu (1-5)","ON N ARTESIAN AVE FROM W DEVON AVE (6400 N) TO W ALBION AVE (6600 N)",2016,91269.31,"N ARTESIAN AVE","W DEVON AVE ","W ALBION AVE ","N ARTESIAN AVE and W DEVON AVE ","N ARTESIAN AVE and W ALBION AVE "
50,"Street Resurfacing Menu (1-5)","ON W GLENLAKE AVE FROM N ST LOUIS AVE (3500 W) TO N DRAKE AVE (3530 W)",2016,22092.58,"W GLENLAKE AVE","N ST LOUIS AVE ","N DRAKE AVE ","W GLENLAKE AVE and N ST LOUIS AVE ","W GLENLAKE AVE and N DRAKE AVE "
50,"Street Resurfacing Menu","ON N CENTRAL PARK AVE FROM W PETERSON AVE (6000 N) TO W GLENLAKE AVE (6100 N)",2016,45050.17,"N CENTRAL PARK AVE","W PETERSON AVE ","W GLENLAKE AVE ","N CENTRAL PARK AVE and W PETERSON AVE ","N CENTRAL PARK AVE and W GLENLAKE AVE "
50,"Street Resurfacing Menu","ON N BERNARD ST FROM W PETERSON AVE (6000 N) TO W GLENLAKE AVE (6100 N)",2016,76672.02,"N BERNARD ST","W PETERSON AVE ","W GLENLAKE AVE ","N BERNARD ST and W PETERSON AVE ","N BERNARD ST and W GLENLAKE AVE "
