"ward","type","location","year","est_cost","main_street","from_street","to_street","from_intersection","to_intersection"
49,"Street Resurfacing Menu","ON N MARSHFIELD AVE FROM W HOWARD ST (7600 N) TO W JONQUIL TER (7700 N)",2016,58257.29,"N MARSHFIELD AVE","W HOWARD ST ","W JONQUIL TER ","N MARSHFIELD AVE and W HOWARD ST ","N MARSHFIELD AVE and W JONQUIL TER "
49,"Street Resurfacing Menu","ON N PAULINA ST FROM W MORSE AVE (6940 N) TO W LUNT AVE (7000 N)",2016,16235.39,"N PAULINA ST","W MORSE AVE ","W LUNT AVE ","N PAULINA ST and W MORSE AVE ","N PAULINA ST and W LUNT AVE "
49,"Street Resurfacing Menu","ON N RAVENSWOOD AVE FROM W GREENLEAF AVE (7040 N) TO W ESTES AVE (7100 N)",2016,31223.18,"N RAVENSWOOD AVE","W GREENLEAF AVE ","W ESTES AVE ","N RAVENSWOOD AVE and W GREENLEAF AVE ","N RAVENSWOOD AVE and W ESTES AVE "
49,"Street Resurfacing Menu","ON W TOUHY AVE FROM N GREENVIEW AVE (1500 W) TO N ASHLAND BLVD (1600 W)",2016,49385.47,"W TOUHY AVE","N GREENVIEW AVE ","N ASHLAND BLVD ","W TOUHY AVE and N GREENVIEW AVE ","W TOUHY AVE and N ASHLAND BLVD "
49,"Street Resurfacing Menu","ON N WINTHROP AVE FROM W LOYOLA AVE (6550 N) TO W ALBION AVE (6600 N)",2016,28420.88,"N WINTHROP AVE","W LOYOLA AVE ","W ALBION AVE ","N WINTHROP AVE and W LOYOLA AVE ","N WINTHROP AVE and W ALBION AVE "
49,"Street Resurfacing Menu","ON N HONORE ST FROM W CHASE AVE (7300 N) TO N ROGERS AVE (7400 N)",2016,22779.36,"N HONORE ST","W CHASE AVE ","N ROGERS AVE ","N HONORE ST and W CHASE AVE ","N HONORE ST and N ROGERS AVE "
49,"Street Light Pole Painting Menu","ON N CLARK ST FROM W BIRCHWOOD AVE (7500 N) TO W PRATT BLVD (6800 N)",2017,38800,"N CLARK ST","W BIRCHWOOD AVE ","W PRATT BLVD ","N CLARK ST and W BIRCHWOOD AVE ","N CLARK ST and W PRATT BLVD "
49,"Street Light Pole Painting Menu","ON N CLARK ST FROM W ALBION AVE (6600 N) TO W PRATT BLVD (6800 N)",2017,14000,"N CLARK ST","W ALBION AVE ","W PRATT BLVD ","N CLARK ST and W ALBION AVE ","N CLARK ST and W PRATT BLVD "
49,"Street Light Residential Staggered Piggy Back Menu","ON W ESTES AVE FROM N CLARK ST (1760 W) TO N RAVENSWOOD AVE (1780 W)",2017,45000,"W ESTES AVE","N CLARK ST ","N RAVENSWOOD AVE ","W ESTES AVE and N CLARK ST ","W ESTES AVE and N RAVENSWOOD AVE "
49,"Street Light Upgrade Piggy Back Menu","ON N CLARK ST FROM W BIRCHWOOD AVE (7500 N) TO W PRATT BLVD (6800 N)",2017,71550,"N CLARK ST","W BIRCHWOOD AVE ","W PRATT BLVD ","N CLARK ST and W BIRCHWOOD AVE ","N CLARK ST and W PRATT BLVD "
49,"Street Light Upgrade Piggy Back Menu","ON N CLARK ST FROM W ALBION AVE (6600 N) TO W PRATT BLVD (6800 N)",2017,35550,"N CLARK ST","W ALBION AVE ","W PRATT BLVD ","N CLARK ST and W ALBION AVE ","N CLARK ST and W PRATT BLVD "
49,"Street Resurfacing Menu","ON N ASHLAND AVE FROM N ROGERS AVE (7510 N) TO W HOWARD ST (7600 N)",2017,46064.69,"N ASHLAND AVE","N ROGERS AVE ","W HOWARD ST ","N ASHLAND AVE and N ROGERS AVE ","N ASHLAND AVE and W HOWARD ST "
49,"Street Resurfacing Menu","ON W FARGO AVE FROM N SEELEY AVE (2030 W) TO N RIDGE BLVD (2160 W)",2017,49795.03,"W FARGO AVE","N SEELEY AVE ","N RIDGE BLVD ","W FARGO AVE and N SEELEY AVE ","W FARGO AVE and N RIDGE BLVD "
49,"Street Resurfacing Menu","ON N GLENWOOD AVE FROM W PRATT BLVD (6800 N) TO W FARWELL AVE (6900 N)",2017,30791.93,"N GLENWOOD AVE","W PRATT BLVD ","W FARWELL AVE ","N GLENWOOD AVE and W PRATT BLVD ","N GLENWOOD AVE and W FARWELL AVE "
49,"Street Resurfacing Menu","ON N RAVENSWOOD AVE FROM W GREENLEAF AVE (7040 N) TO W LUNT AVE (7000 N)",2017,38380.49,"N RAVENSWOOD AVE","W GREENLEAF AVE ","W LUNT AVE ","N RAVENSWOOD AVE and W GREENLEAF AVE ","N RAVENSWOOD AVE and W LUNT AVE "
49,"Street Resurfacing Menu","ON N WAYNE AVE FROM W PRATT BLVD (6800 N) TO W FARWELL AVE (6900 N)",2017,50624.27,"N WAYNE AVE","W PRATT BLVD ","W FARWELL AVE ","N WAYNE AVE and W PRATT BLVD ","N WAYNE AVE and W FARWELL AVE "
49,"Street Resurfacing Menu","ON N MARSHFIELD AVE FROM W JONQUIL TER (7700 N) TO W JUNEWAY TER (7750 N)",2017,28360.99,"N MARSHFIELD AVE","W JONQUIL TER ","W JUNEWAY TER ","N MARSHFIELD AVE and W JONQUIL TER ","N MARSHFIELD AVE and W JUNEWAY TER "
49,"Street Resurfacing Menu","ON N PAULINA ST FROM W CHASE AVE (7300 N) TO W SHERWIN AVE (7340 N)",2017,22674.7,"N PAULINA ST","W CHASE AVE ","W SHERWIN AVE ","N PAULINA ST and W CHASE AVE ","N PAULINA ST and W SHERWIN AVE "
49,"Bike Lane/Marked Shared Lane Menu","ON W PRATT AVE FROM N SHERIDAN RD (1200 W) TO N RIDGE BLVD (2000 W)",2018,50000,"W PRATT AVE","N SHERIDAN RD ","N RIDGE BLVD ","W PRATT AVE and N SHERIDAN RD ","W PRATT AVE and N RIDGE BLVD "
49,"Curb & Gutter Menu","ON S CLARK ST FROM N ROGERS AVE (7410 N) TO W BIRCHWOOD AVE (7500 N)",2018,7731.66,"S CLARK ST","N ROGERS AVE ","W BIRCHWOOD AVE ","S CLARK ST and N ROGERS AVE ","S CLARK ST and W BIRCHWOOD AVE "
49,"Sidewalk Menu","ON N SHERIDAN RD FROM W SHERWIN AVE (7340 N) TO W JARVIS AVE (7400 N)",2018,17522.65,"N SHERIDAN RD","W SHERWIN AVE ","W JARVIS AVE ","N SHERIDAN RD and W SHERWIN AVE ","N SHERIDAN RD and W JARVIS AVE "
49,"Street Resurfacing Menu (1-5)","ON N DAMEN AVE FROM W CHASE AVE (7300 N) TO W JARVIS AVE (7337 N)",2018,31311.67,"N DAMEN AVE","W CHASE AVE ","W JARVIS AVE ","N DAMEN AVE and W CHASE AVE ","N DAMEN AVE and W JARVIS AVE "
49,"Street Resurfacing Menu (1-5)","ON N LAKEWOOD AVE FROM W ALBION AVE (6600 N) TO W PRATT BLVD (6800 N)",2018,87990.07,"N LAKEWOOD AVE","W ALBION AVE ","W PRATT BLVD ","N LAKEWOOD AVE and W ALBION AVE ","N LAKEWOOD AVE and W PRATT BLVD "
49,"Street Resurfacing Menu","ON W MORSE AVE FROM N ASHLAND BLVD (1600 W) TO N PAULINA ST (1700 W)",2018,66529.8,"W MORSE AVE","N ASHLAND BLVD ","N PAULINA ST ","W MORSE AVE and N ASHLAND BLVD ","W MORSE AVE and N PAULINA ST "
49,"Street Resurfacing Menu","ON N DAMEN AVE FROM N ROGERS AVE (7274 N) TO W CHASE AVE (7300 N)",2018,12472.77,"N DAMEN AVE","N ROGERS AVE ","W CHASE AVE ","N DAMEN AVE and N ROGERS AVE ","N DAMEN AVE and W CHASE AVE "
49,"O Alley Apron Menu  R","ON N WOLCOTT AVE FROM W CHASE AVE (7300 N) TO N ROGERS AVE (7340 N)",2019,21289.73,"N WOLCOTT AVE","W CHASE AVE ","N ROGERS AVE ","N WOLCOTT AVE and W CHASE AVE ","N WOLCOTT AVE and N ROGERS AVE "
49,"O Sidewalk Menu  W","ON N SHERWIN AVE FROM 1200 W TO N SHERIDAN RD (1300 W)",2019,36487.23,"N SHERWIN AVE","1200 W","N SHERIDAN RD ","1200 N SHERWIN AVE","N SHERWIN AVE and N SHERIDAN RD "
49,"O Sidewalk Menu  W","ON N SHERWIN AVE FROM 1200 W TO N SHERIDAN RD (1300 W)",2019,2343.46,"N SHERWIN AVE","1200 W","N SHERIDAN RD ","1200 N SHERWIN AVE","N SHERWIN AVE and N SHERIDAN RD "
49,"Street Light Residential Staggered Piggy Back O Menu  P","ON N GREENVIEW AVE FROM W ALBION AVE (6600 N) TO W PRATT BLVD (6800 N)",2019,235000,"N GREENVIEW AVE","W ALBION AVE ","W PRATT BLVD ","N GREENVIEW AVE and W ALBION AVE ","N GREENVIEW AVE and W PRATT BLVD "
49,"O Street Resurfacing Menu  A","ON N JARVIS AVE FROM N BELL AVE (2200 W) TO N OAKLEY AVE (2300 W)",2019,34239.48,"N JARVIS AVE","N BELL AVE ","N OAKLEY AVE ","N JARVIS AVE and N BELL AVE ","N JARVIS AVE and N OAKLEY AVE "
49,"O Street Resurfacing Menu  W","ON W PRATT BLVD FROM 1051 W TO N SHERIDAN RD (1200 W)",2019,76768.71,"W PRATT BLVD","1051 W","N SHERIDAN RD ","1051 W PRATT BLVD","W PRATT BLVD and N SHERIDAN RD "
49,"Street Resurfacing Menu","ON N OAKLEY AVE FROM W BIRCHWOOD AVE (7500 N) TO W HOWARD ST (7600 N)",2020,59953.76,"N OAKLEY AVE","W BIRCHWOOD AVE ","W HOWARD ST ","N OAKLEY AVE and W BIRCHWOOD AVE ","N OAKLEY AVE and W HOWARD ST "
49,"Street Resurfacing Menu","ON N RAVENSWOOD AVE FROM W PRATT BLVD (6799 N) TO W FARWELL AVE (6900 N)",2020,25319.78,"N RAVENSWOOD AVE","W PRATT BLVD ","W FARWELL AVE ","N RAVENSWOOD AVE and W PRATT BLVD ","N RAVENSWOOD AVE and W FARWELL AVE "
49,"Street Resurfacing Menu","ON W ESTES AVE FROM N GREENVIEW AVE (1500 W) TO N ASHLAND BLVD (1600 W)",2020,45854.99,"W ESTES AVE","N GREENVIEW AVE ","N ASHLAND BLVD ","W ESTES AVE and N GREENVIEW AVE ","W ESTES AVE and N ASHLAND BLVD "
49,"Street Speed Hump Menu","ON W FARGO AVE FROM N WOLCOTT AVE (1900 W) TO N WINCHESTER AVE (1940 W)",2020,2350,"W FARGO AVE","N WOLCOTT AVE ","N WINCHESTER AVE ","W FARGO AVE and N WOLCOTT AVE ","W FARGO AVE and N WINCHESTER AVE "
49,"Street Light Residential Staggered Piggy Back Menu","ON N GLENWOOD AVE FROM W ALBION AVE (6600 N) TO W DEVON AVE (6400 N)",2021,3e+05,"N GLENWOOD AVE","W ALBION AVE ","W DEVON AVE ","N GLENWOOD AVE and W ALBION AVE ","N GLENWOOD AVE and W DEVON AVE "
49,"Street Resurfacing Menu","ON N NEWGARD AVE FROM W ALBION AVE (6600 N) TO W NORTH SHORE AVE (6700 N)",2021,58410.05,"N NEWGARD AVE","W ALBION AVE ","W NORTH SHORE AVE ","N NEWGARD AVE and W ALBION AVE ","N NEWGARD AVE and W NORTH SHORE AVE "
49,"Street Resurfacing Menu","ON N NEWGARD AVE FROM W NORTH SHORE AVE (6700 N) TO W PRATT BLVD (6800 N)",2021,55631.65,"N NEWGARD AVE","W NORTH SHORE AVE ","W PRATT BLVD ","N NEWGARD AVE and W NORTH SHORE AVE ","N NEWGARD AVE and W PRATT BLVD "
49,"Street Resurfacing Menu","ON W LUNT AVE FROM N CLARK ST (1750 W) TO N WOLCOTT AVE (1900 W)",2021,113852.76,"W LUNT AVE","N CLARK ST ","N WOLCOTT AVE ","W LUNT AVE and N CLARK ST ","W LUNT AVE and N WOLCOTT AVE "
49,"Street Speed Hump Menu","ON N RAVENSWOOD AVE FROM W PRATT BLVD (6799 N) TO W FARWELL AVE (6900 N)",2021,2350,"N RAVENSWOOD AVE","W PRATT BLVD ","W FARWELL AVE ","N RAVENSWOOD AVE and W PRATT BLVD ","N RAVENSWOOD AVE and W FARWELL AVE "
49,"Street Resurfacing Menu","ON N BELL AVE FROM 7526 N TO W HOWARD ST (7600 N)",2022,35551.39,"N BELL AVE","7526 N","W HOWARD ST ","7526 N BELL AVE","N BELL AVE and W HOWARD ST "
49,"Street Resurfacing Menu","ON N DAMEN AVE FROM W BIRCHWOOD AVE (7500 N) TO W HOWARD ST (7599 N)",2022,40279.5,"N DAMEN AVE","W BIRCHWOOD AVE ","W HOWARD ST ","N DAMEN AVE and W BIRCHWOOD AVE ","N DAMEN AVE and W HOWARD ST "
49,"Street Resurfacing Menu","ON N HOYNE AVE FROM W BIRCHWOOD AVE (7500 N) TO W HOWARD ST (7600 N)",2022,30461.2,"N HOYNE AVE","W BIRCHWOOD AVE ","W HOWARD ST ","N HOYNE AVE and W BIRCHWOOD AVE ","N HOYNE AVE and W HOWARD ST "
49,"Street Resurfacing Menu","ON N SEELEY AVE FROM W FARGO AVE (7420 N) TO W BIRCHWOOD AVE (7500 N)",2022,41838.27,"N SEELEY AVE","W FARGO AVE ","W BIRCHWOOD AVE ","N SEELEY AVE and W FARGO AVE ","N SEELEY AVE and W BIRCHWOOD AVE "
49,"Street Resurfacing Menu","ON N WINCHESTER AVE FROM N ROGERS AVE (7330 N) TO W FARGO AVE (7400 N)",2022,73550.55,"N WINCHESTER AVE","N ROGERS AVE ","W FARGO AVE ","N WINCHESTER AVE and N ROGERS AVE ","N WINCHESTER AVE and W FARGO AVE "
49,"Street Resurfacing Menu","ON W ESTES AVE FROM N SHERIDAN RD (1300 W) TO N GLENWOOD AVE (1400 W)",2022,85802.77,"W ESTES AVE","N SHERIDAN RD ","N GLENWOOD AVE ","W ESTES AVE and N SHERIDAN RD ","W ESTES AVE and N GLENWOOD AVE "
49,"Street Speed Hump Menu","ON N PAULINA ST FROM W HOWARD ST (7600 N) TO W JONQUIL TER (7700 N)",2022,4700,"N PAULINA ST","W HOWARD ST ","W JONQUIL TER ","N PAULINA ST and W HOWARD ST ","N PAULINA ST and W JONQUIL TER "
50,"Street Resurfacing Menu","ON W MORSE AVE FROM N FRANCISCO AV (2900 W) TO N SACRAMENTO AV (3000 W)",2012,61938,"W MORSE AVE","N FRANCISCO AV ","N SACRAMENTO AV ","W MORSE AVE and N FRANCISCO AV ","W MORSE AVE and N SACRAMENTO AV "
50,"Street Resurfacing Menu","ON N OAKLEY AVE FROM W MORSE AV (6910 N) TO W LUNT AV (7000 N)",2012,60899,"N OAKLEY AVE","W MORSE AV ","W LUNT AV ","N OAKLEY AVE and W MORSE AV ","N OAKLEY AVE and W LUNT AV "
50,"Street Resurfacing Menu","ON N BELL AVE FROM W MORSE AV (6910 N) TO W LUNT AV (7000 N)",2012,54877,"N BELL AVE","W MORSE AV ","W LUNT AV ","N BELL AVE and W MORSE AV ","N BELL AVE and W LUNT AV "
50,"Street Resurfacing Menu","ON N DRAKE AVE FROM W GLENLAKE AV (6100 N) TO W GRANVILLE AV (6200 N)",2012,43655,"N DRAKE AVE","W GLENLAKE AV ","W GRANVILLE AV ","N DRAKE AVE and W GLENLAKE AV ","N DRAKE AVE and W GRANVILLE AV "
50,"Street Resurfacing Menu","ON N ALBANY AVE FROM W SHERWIN AV (7332 N) TO W FARGO AV (7432 N)",2012,75336,"N ALBANY AVE","W SHERWIN AV ","W FARGO AV ","N ALBANY AVE and W SHERWIN AV ","N ALBANY AVE and W FARGO AV "
50,"Street Resurfacing Menu","ON W GLENLAKE AVE FROM N CENTRAL PARK AV (3600 W) TO N LAWNDALE AV (3700 W)",2012,45706,"W GLENLAKE AVE","N CENTRAL PARK AV ","N LAWNDALE AV ","W GLENLAKE AVE and N CENTRAL PARK AV ","W GLENLAKE AVE and N LAWNDALE AV "
50,"Street Resurfacing Menu","ON W JARLATH ST FROM N SACRAMENTO AV (3000 W) TO N ALBANY AV (3100 W)",2012,11900,"W JARLATH ST","N SACRAMENTO AV ","AV  TO N ALBANY AV ","W JARLATH ST and N SACRAMENTO AV ","W JARLATH ST and AV  TO N ALBANY AV "
50,"Street Resurfacing Menu","ON W FARGO AVE FROM N FRANCISCO AV (2900 W) TO N SACRAMENTO AV (3000 W)",2012,37115,"W FARGO AVE","N FRANCISCO AV ","N SACRAMENTO AV ","W FARGO AVE and N FRANCISCO AV ","W FARGO AVE and N SACRAMENTO AV "
50,"Street Resurfacing Menu","ON N TALMAN AVE FROM W ALBION AV (6600 N) TO W PRATT AV (6800 N)",2012,134443,"N TALMAN AVE","W ALBION AV ","W PRATT AV ","N TALMAN AVE and W ALBION AV ","N TALMAN AVE and W PRATT AV "
50,"Street Resurfacing Menu","ON N TROY ST FROM W DEVON AV (6400 N) TO W ARTHUR AV (6500 N)",2012,36896,"N TROY ST","W DEVON AV ","W ARTHUR AV ","N TROY ST and W DEVON AV ","N TROY ST and W ARTHUR AV "
50,"Street Resurfacing Menu","ON W JEROME ST FROM N SACRAMENTO AV (3000 W) TO N ALBANY AV (3100 W)",2012,60817,"W JEROME ST","N SACRAMENTO AV ","AV  TO N ALBANY AV ","W JEROME ST and N SACRAMENTO AV ","W JEROME ST and AV  TO N ALBANY AV "
50,"Street Resurfacing Menu","ON W ESTES AVE FROM N ROCKWELL ST (2600 W) TO N CALIFORNIA AV (2800 W)",2012,113373,"W ESTES AVE","N ROCKWELL ST ","N CALIFORNIA AV ","W ESTES AVE and N ROCKWELL ST ","W ESTES AVE and N CALIFORNIA AV "
50,"Street Resurfacing Menu","ON N WASHTENAW AVE FROM W ARTHUR AV (6500 N) TO W ALBION AV (6600 N)",2012,51964,"N WASHTENAW AVE","W ARTHUR AV ","W ALBION AV ","N WASHTENAW AVE and W ARTHUR AV ","N WASHTENAW AVE and W ALBION AV "
50,"Street Resurfacing Menu","ON N WASHTENAW AVE FROM W ALBION AV (6600 N) TO W NORTH SHORE AV (6700 N)",2012,59392,"N WASHTENAW AVE","W ALBION AV ","W NORTH SHORE AV ","N WASHTENAW AVE and W ALBION AV ","N WASHTENAW AVE and W NORTH SHORE AV "
50,"Street Resurfacing Menu","ON W ESTES AVE FROM N WESTERN AV (2400 W) TO N WESTERN AV (2400 W)",2012,20904,"W ESTES AVE","N WESTERN AV ","N WESTERN AV ","W ESTES AVE and N WESTERN AV ","W ESTES AVE and N WESTERN AV "
50,"Street Resurfacing Menu","ON N SACRAMENTO AVE FROM W DEVON AV (6400 N) TO W ARTHUR AV (6500 N)",2012,36896,"N SACRAMENTO AVE","W DEVON AV ","AVE FROM W DEVON AV  TO W ARTHUR AV ","N SACRAMENTO AVE and W DEVON AV ","N SACRAMENTO AVE and AVE FROM W DEVON AV  TO W ARTHUR AV "
50,"Street Resurfacing Menu","ON N FRANCISCO AVE FROM W DEVON AV (6400 N) TO W ARTHUR AV (6500 N)",2012,52508,"N FRANCISCO AVE","W DEVON AV ","W ARTHUR AV ","N FRANCISCO AVE and W DEVON AV ","N FRANCISCO AVE and W ARTHUR AV "
50,"Street Resurfacing Menu","ON W GLENLAKE AVE FROM N DRAKE AV (3532 W) TO N CENTRAL PARK AV (3600 W)",2012,40881,"W GLENLAKE AVE","N DRAKE AV ","N CENTRAL PARK AV ","W GLENLAKE AVE and N DRAKE AV ","W GLENLAKE AVE and N CENTRAL PARK AV "
50,"Street Resurfacing Menu","ON N ALBANY AVE FROM W FARGO AV (7432 N) TO W BIRCHWOOD AV (7500 N)",2012,15100,"N ALBANY AVE","W FARGO AV ","W BIRCHWOOD AV ","N ALBANY AVE and W FARGO AV ","N ALBANY AVE and W BIRCHWOOD AV "
50,"Street Resurfacing Menu","ON W CHASE AVE FROM N ALBANY AV (3100 W) TO Dead End (3130 W)",2012,41176,"W CHASE AVE","N ALBANY AV ","3130 W","W CHASE AVE and N ALBANY AV ","3130 W CHASE AVE"
50,"Street Resurfacing Menu","ON N WASHTENAW AVE FROM W GRANVILLE AV (6200 N) TO W DEVON AV (6400 N)",2012,83234,"N WASHTENAW AVE","W GRANVILLE AV ","W DEVON AV ","N WASHTENAW AVE and W GRANVILLE AV ","N WASHTENAW AVE and W DEVON AV "
50,"Street Resurfacing Menu","ON W GRANVILLE AVE FROM N WESTERN AV (2400 W) TO N MAPLEWOOD AV (2532 W)",2012,59556,"W GRANVILLE AVE","N WESTERN AV ","N MAPLEWOOD AV ","W GRANVILLE AVE and N WESTERN AV ","W GRANVILLE AVE and N MAPLEWOOD AV "
50,"Street Resurfacing Menu","ON W ROSEMONT AVE FROM N RICHMOND ST (2932 W) TO N WHIPPLE ST (3032 W)",2012,41177,"W ROSEMONT AVE","N RICHMOND ST ","N WHIPPLE ST ","W ROSEMONT AVE and N RICHMOND ST ","W ROSEMONT AVE and N WHIPPLE ST "
50,"Street Resurfacing Menu","ON W ARTHUR AVE FROM N ROCKWELL ST (2600 W) TO N FAIRFIELD AV (2732 W)",2012,56500,"W ARTHUR AVE","N ROCKWELL ST ","N FAIRFIELD AV ","W ARTHUR AVE and N ROCKWELL ST ","W ARTHUR AVE and N FAIRFIELD AV "
50,"Street Light Residential","ON W GLENLAKE AVE FROM N KIMBALL AVE (3400 W) TO N DRAKE AVE (3530 W)",2012,23760,"W GLENLAKE AVE","N KIMBALL AVE ","N DRAKE AVE ","W GLENLAKE AVE and N KIMBALL AVE ","W GLENLAKE AVE and N DRAKE AVE "
50,"Street Resurfacing Menu","ON W SHERWIN AVE FROM N CALIFORNIA AV (2800 W) TO N FRANCISCO AV (2900 W)",2013,37622,"W SHERWIN AVE","N CALIFORNIA AV ","N FRANCISCO AV ","W SHERWIN AVE and N CALIFORNIA AV ","W SHERWIN AVE and N FRANCISCO AV "
50,"Street Resurfacing Menu","ON W FARWELL AVE FROM N OAKLEY AV (2312 W) TO N WESTERN AV (2400 W)",2013,45816,"W FARWELL AVE","N OAKLEY AV ","N WESTERN AV ","W FARWELL AVE and N OAKLEY AV ","W FARWELL AVE and N WESTERN AV "
50,"Street Resurfacing Menu","ON N MOZART ST FROM W ARTHUR AV (6500 N) TO W ALBION AV (6600 N)",2013,50888,"N MOZART ST","W ARTHUR AV ","W ALBION AV ","N MOZART ST and W ARTHUR AV ","N MOZART ST and W ALBION AV "
50,"Street Resurfacing Menu","ON N LAWNDALE AVE FROM W ROSEMONT AV (6300 N) TO W DEVON AV (6400 N)",2013,49968,"N LAWNDALE AVE","W ROSEMONT AV ","W DEVON AV ","N LAWNDALE AVE and W ROSEMONT AV ","N LAWNDALE AVE and W DEVON AV "
50,"Street Resurfacing Menu","ON N BELL AVE FROM W FARWELL AVE (6900 N) TO W PRATT BLVD (6800 N)",2013,25661,"N BELL AVE","W FARWELL AVE ","W PRATT BLVD ","N BELL AVE and W FARWELL AVE ","N BELL AVE and W PRATT BLVD "
50,"Street Resurfacing Menu","ON W ARTHUR AVE FROM N BELL AV (2232 W) TO N CLAREMONT AV (2332 W)",2013,69297,"W ARTHUR AVE","N BELL AV ","N CLAREMONT AV ","W ARTHUR AVE and N BELL AV ","W ARTHUR AVE and N CLAREMONT AV "
50,"Street Resurfacing Menu","ON W FITCH AVE FROM N FRANCISCO AV (2900 W) TO N SACRAMENTO AV (3000 W)",2013,51954,"W FITCH AVE","N FRANCISCO AV ","N SACRAMENTO AV ","W FITCH AVE and N FRANCISCO AV ","W FITCH AVE and N SACRAMENTO AV "
50,"Street Resurfacing Menu","ON W SHERWIN AVE FROM N WASHTENAW AV (2700 W) TO N CALIFORNIA AV (2800 W)",2013,72587,"W SHERWIN AVE","N WASHTENAW AV ","N CALIFORNIA AV ","W SHERWIN AVE and N WASHTENAW AV ","W SHERWIN AVE and N CALIFORNIA AV "
50,"Street Resurfacing Menu","ON N WASHTENAW AVE FROM W NORTH SHORE AV (6700 N) TO W PRATT AV (6800 N)",2013,42627,"N WASHTENAW AVE","W NORTH SHORE AV ","W PRATT AV ","N WASHTENAW AVE and W NORTH SHORE AV ","N WASHTENAW AVE and W PRATT AV "
50,"Street Resurfacing Menu","ON W GRANVILLE AVE FROM N MAPLEWOOD AV (2532 W) TO N CALIFORNIA AV (2800 W)",2013,39587,"W GRANVILLE AVE","N MAPLEWOOD AV ","N CALIFORNIA AV ","W GRANVILLE AVE and N MAPLEWOOD AV ","W GRANVILLE AVE and N CALIFORNIA AV "
50,"Street Resurfacing Menu","ON N RICHMOND ST FROM W NORTH SHORE AV (6700 N) TO W PRATT AV (6800 N)",2013,50799,"N RICHMOND ST","W NORTH SHORE AV ","W PRATT AV ","N RICHMOND ST and W NORTH SHORE AV ","N RICHMOND ST and W PRATT AV "
50,"Street Resurfacing Menu","ON N CAMPBELL AVE FROM W NORTH SHORE AV (6700 N) TO W PRATT AV (6800 N)",2013,50189,"N CAMPBELL AVE","W NORTH SHORE AV ","W PRATT AV ","N CAMPBELL AVE and W NORTH SHORE AV ","N CAMPBELL AVE and W PRATT AV "
50,"Street Resurfacing Menu","ON N SACRAMENTO AVE FROM W FITCH AVE (7130 N) TO W TOUHY AVE (7200 N)",2013,1902,"N SACRAMENTO AVE","W FITCH AVE  TO W","AVE FROM W FITCH AVE  TO W TOUHY AVE ","N SACRAMENTO AVE and W FITCH AVE  TO W","N SACRAMENTO AVE and AVE FROM W FITCH AVE  TO W TOUHY AVE "
50,"Street Resurfacing Menu","ON W JEROME ST FROM N ROCKWELL ST (2600 W) TO N WASHTENAW AV (2700 W)",2013,67938,"W JEROME ST","N ROCKWELL ST ","N WASHTENAW AV ","W JEROME ST and N ROCKWELL ST ","W JEROME ST and N WASHTENAW AV "
50,"Street Resurfacing Menu","ON W JARVIS AVE FROM N CLAREMONT AV (2332 W) TO N WESTERN AV (2400 W)",2013,26492,"W JARVIS AVE","N CLAREMONT AV ","N WESTERN AV ","W JARVIS AVE and N CLAREMONT AV ","W JARVIS AVE and N WESTERN AV "
50,"Street Resurfacing Menu","ON N MONTICELLO AVE FROM W GRANVILLE AV (6200 N) TO W ROSEMONT AV (6300 N)",2013,68576,"N MONTICELLO AVE","W GRANVILLE AV ","W ROSEMONT AV ","N MONTICELLO AVE and W GRANVILLE AV ","N MONTICELLO AVE and W ROSEMONT AV "
50,"Street Resurfacing Menu","ON W NORTH SHORE AVE FROM N FAIRFIELD AV (2732 W) TO N CALIFORNIA AV (2800 W)",2013,32550,"W NORTH SHORE AVE","N FAIRFIELD AV ","N CALIFORNIA AV ","W NORTH SHORE AVE and N FAIRFIELD AV ","W NORTH SHORE AVE and N CALIFORNIA AV "
50,"Street Resurfacing Menu","ON N ROCKWELL ST FROM W ARTHUR AV (6500 N) TO W NORTH SHORE AV (6700 N)",2013,124958,"N ROCKWELL ST","W ARTHUR AV ","W NORTH SHORE AV ","N ROCKWELL ST and W ARTHUR AV ","N ROCKWELL ST and W NORTH SHORE AV "
50,"Street Resurfacing Menu","ON W JEROME ST FROM N ALBANY AVE (3100 W) TO N KEDZIE AVE (3200 W)",2013,33643,"W JEROME ST","N ALBANY AVE ","N KEDZIE AVE ","W JEROME ST and N ALBANY AVE ","W JEROME ST and N KEDZIE AVE "
50,"Street Resurfacing Menu","ON N RICHMOND ST FROM W PETERSON AV (6000 N) TO W GLENLAKE AV (6100 N)",2013,18208,"N RICHMOND ST","W PETERSON AV ","W GLENLAKE AV ","N RICHMOND ST and W PETERSON AV ","N RICHMOND ST and W GLENLAKE AV "
50,"Street Resurfacing Menu","ON W JARVIS AVE FROM N FRANCISCO AV (2900 W) TO N SACRAMENTO AV (3000 W)",2013,15335,"W JARVIS AVE","N FRANCISCO AV ","N SACRAMENTO AV ","W JARVIS AVE and N FRANCISCO AV ","W JARVIS AVE and N SACRAMENTO AV "
50,"Street Resurfacing Menu","ON W FARGO AVE FROM N CAMPBELL AV (2500 W) TO N MAPLEWOOD AV (2532 W)",2013,39285,"W FARGO AVE","N CAMPBELL AV ","N MAPLEWOOD AV ","W FARGO AVE and N CAMPBELL AV ","W FARGO AVE and N MAPLEWOOD AV "
