"ward","type","location","year","est_cost","id","start_address","end_address"
38,"Miscellaneous-CDOT","5400-5600 W. Berteau",2007,13800,30653,"5400 W. Berteau","5600 W. Berteau"
38,"Street Resurfacing Menu","4110-4138 N MOODY AVE",2018,24081.61,31148,"4110 N MOODY AVE","4138 N MOODY AVE"
38,"Street Light Upgrade Menu","3810-3814 N CENTRAL AVE",2021,500,31228,"3810 N CENTRAL AVE","3814 N CENTRAL AVE"
38,"Street Light Upgrade Menu","4414-4418 N MONITOR AVE",2021,500,31229,"4414 N MONITOR AVE","4418 N MONITOR AVE"
38,"Street Light Upgrade Menu","8101-8105 W ADDISON ST",2021,500,31230,"8101 W ADDISON ST","8105 W ADDISON ST"
38,"Alley Apron Menu","3614-3615 N PLAINFIELD AVE",2022,34397.73,31273,"3614 N PLAINFIELD AVE","3615 N PLAINFIELD AVE"
38,"Alley Apron Menu","3654-3655 N PAGE AVE",2022,38830.13,31277,"3654 N PAGE AVE","3655 N PAGE AVE"
39,"Curb & Gutter Menu","6258-6262 N LEONA AVE",2021,6416.2,31938,"6258 N LEONA AVE","6262 N LEONA AVE"
39,"Sidewalk Menu","5935-5941 N KNOX AVE",2022,5353.9,31982,"5935 N KNOX AVE","5941 N KNOX AVE"
40,"Curb/Gutter Menu - Change Order","5501-05 N. Sawyer - Alley Return",2008,6047,32196,"5501 N. Sawyer - Alley Return","5505 N. Sawyer - Alley Return"
40,"POD Camera","5208-10 N. Wolcott",2009,25000,32259,"5208 N. Wolcott","5210 N. Wolcott"
40,"Alley Resurfacing Menu","5806-5810 N LINCOLN AVE",2016,6392.78,32510,"5806 N LINCOLN AVE","5810 N LINCOLN AVE"
40,"Alley Apron Menu","5200-5210 N VIRGINIA AVE",2018,20897.53,32591,"5200 N VIRGINIA AVE","5210 N VIRGINIA AVE"
40,"Curb & Gutter Menu","1635-1667 W EDGEWATER AVE",2020,1e+05,32649,"1635 W EDGEWATER AVE","1667 W EDGEWATER AVE"
40,"Sidewalk Menu","1514-1528 W ARTHUR AVE",2020,8829.13,32654,"1514 W ARTHUR AVE","1528 W ARTHUR AVE"
40,"Sidewalk Menu","2515-2533 W FARRAGUT AVE",2022,46673.25,32711,"2515 W FARRAGUT AVE","2533 W FARRAGUT AVE"
40,"Sidewalk Menu","5700-5752 N FAIRFIELD AVE",2022,88885.83,32713,"5700 N FAIRFIELD AVE","5752 N FAIRFIELD AVE"
41,"Street Resurfacing Menu","7733-7759 W CLARENCE AVE",2020,91915.8,33363,"7733 W CLARENCE AVE","7759 W CLARENCE AVE"
41,"Street Resurfacing Menu","7733-7759 W CLARENCE AVE",2020,146000,33364,"7733 W CLARENCE AVE","7759 W CLARENCE AVE"
42,"Miscellaneous-CDOT","324-330 N Jefferson",2006,1341,33528,"324 N Jefferson","330 N Jefferson"
42,"Miscellaneous-CDOT","300-360 E. Illinois on Grand Ave.",2008,536,33688,"300 E. Illinois on Grand Ave.","360 E. Illinois on Grand Ave."
42,"Miscellaneous CDOT Projects","400-445 W OHIO ST",2022,1e+05,34275,"400 W OHIO ST","445 W OHIO ST"
43,"Sidewalk Menu","2575-2576 N LINCOLN AVE",2018,12358.67,35129,"2575 N LINCOLN AVE","2576 N LINCOLN AVE"
43,"Sidewalk Menu","1538-1600 N LAKE SHORE DR",2019,28900.83,35167,"1538 N LAKE SHORE DR","1600 N LAKE SHORE DR"
43,"Curb & Gutter Menu","814-858 W WEBSTER AVE",2021,47563.15,35201,"814 W WEBSTER AVE","858 W WEBSTER AVE"
43,"Curb & Gutter Menu","1822-1850 N DAYTON ST",2022,28499.89,35224,"1822 N DAYTON ST","1850 N DAYTON ST"
44,"Miscellaneous-CDOT","3157-55 N Sheffield",2011,2800,35468,"3157 N Sheffield","3155 N Sheffield"
44,"Sidewalk Menu","666-668 W Diversey",2012,675,35505,"666 W Diversey","668 W Diversey"
44,"Sidewalk Menu","429-47 W Surf",2012,1478,35521,"429 W Surf","447 W Surf"
44,"Miscellaneous Other","624-708 W Belmont",2013,6248,35569,"624 W Belmont","708 W Belmont"
44,"Curb & Gutter Menu","3730-3732 N KENMORE AVE",2018,4170.39,35878,"3730 N KENMORE AVE","3732 N KENMORE AVE"
44,"Sidewalk Menu","612-634 W MELROSE ST",2019,28213.49,35903,"612 W MELROSE ST","634 W MELROSE ST"
44,"Street Light Upgrade Menu","1115-1135 W GEORGE ST",2019,1000,35909,"1115 W GEORGE ST","1135 W GEORGE ST"
44,"Curb & Gutter Menu","1309-1321 W NEWPORT AVE",2020,28576.61,35922,"1309 W NEWPORT AVE","1321 W NEWPORT AVE"
44,"Curb & Gutter Menu","711-717 W ALDINE AVE",2020,15623.79,35923,"711 W ALDINE AVE","717 W ALDINE AVE"
44,"Curb & Gutter Menu","421-423 W OAKDALE AVE",2020,5188.31,35924,"421 W OAKDALE AVE","423 W OAKDALE AVE"
44,"Curb & Gutter Menu","709-717 W CORNELIA AVE",2020,5904.5,35925,"709 W CORNELIA AVE","717 W CORNELIA AVE"
44,"Sidewalk Menu","810-812 W DIVERSEY PKWY",2020,7194.81,35927,"810 W DIVERSEY PKWY","812 W DIVERSEY PKWY"
44,"Curb & Gutter Menu","1245-1253 W CORNELIA AVE",2021,47480.46,35948,"1245 W CORNELIA AVE","1253 W CORNELIA AVE"
44,"Curb & Gutter Menu","1445-1461 W BYRON ST",2021,35021.05,35949,"1445 W BYRON ST","1461 W BYRON ST"
44,"Sidewalk Menu","946-958 W OAKDALE AVE",2021,33145.63,35956,"946 W OAKDALE AVE","958 W OAKDALE AVE"
44,"Sidewalk Menu","3440-3476 N CLARK ST",2022,43908.27,35985,"3440 N CLARK ST","3476 N CLARK ST"
44,"Sidewalk Menu","548-556 W SURF ST",2022,42484.57,35986,"548 W SURF ST","556 W SURF ST"
45,"Sidewalk Menu","4951-4953 W BELLE PLAINE AVE",2016,23314.37,36513,"4951 W BELLE PLAINE AVE","4953 W BELLE PLAINE AVE"
45,"Sidewalk Menu","4912-4916 N MEADE AVE",2016,6522.75,36532,"4912 N MEADE AVE","4916 N MEADE AVE"
45,"Sidewalk Menu","3701-3721 N KOSTNER AVE",2016,17477.23,36533,"3701 N KOSTNER AVE","3721 N KOSTNER AVE"
45,"Sidewalk Menu","5012-5016 W CULLOM AVE",2017,8800.51,36564,"5012 W CULLOM AVE","5016 W CULLOM AVE"
45,"Sidewalk Menu","4921-4923 W WINONA ST",2017,7026.81,36565,"4921 W WINONA ST","4923 W WINONA ST"
45,"Sidewalk Menu","5312-5316 W CARMEN AVE",2017,13673.82,36570,"5312 W CARMEN AVE","5316 W CARMEN AVE"
45,"Sidewalk Menu","5550-5552 N CENTRAL AVE",2017,218.05,36579,"5550 N CENTRAL AVE","5552 N CENTRAL AVE"
45,"Sidewalk Menu","5509-5513 N MASON AVE",2017,1391.43,36580,"5509 N MASON AVE","5513 N MASON AVE"
45,"Curb & Gutter Menu","5844-5846 W GIDDINGS ST",2018,5347.19,36606,"5844 W GIDDINGS ST","5846 W GIDDINGS ST"
45,"Curb & Gutter Menu","4921-4923 N MCVICKER AVE",2018,4363.18,36608,"4921 N MCVICKER AVE","4923 N MCVICKER AVE"
45,"Curb & Gutter Menu","5705-5713 W CATALPA AVE",2018,10183.44,36611,"5705 W CATALPA AVE","5713 W CATALPA AVE"
45,"Curb & Gutter Menu","4921-4923 N MCVICKER AVE",2018,2348.61,36624,"4921 N MCVICKER AVE","4923 N MCVICKER AVE"
45,"Curb & Gutter Menu","3801-3805 W BELLE PLAINE AVE",2018,16032.35,36626,"3801 W BELLE PLAINE AVE","3805 W BELLE PLAINE AVE"
45,"Curb & Gutter Menu","4903-4909 N MERRIMAC AVE",2018,8419.62,36627,"4903 N MERRIMAC AVE","4909 N MERRIMAC AVE"
45,"Sidewalk Menu","5622-5626 N CENTRAL AVE",2018,10545.31,36637,"5622 N CENTRAL AVE","5626 N CENTRAL AVE"
45,"Sidewalk Menu","5550-5552 N CENTRAL AVE",2018,4747.7,36638,"5550 N CENTRAL AVE","5552 N CENTRAL AVE"
45,"Sidewalk Menu","4016-4026 N MONTICELLO AVE",2018,12169.53,36644,"4016 N MONTICELLO AVE","4026 N MONTICELLO AVE"
45,"Sidewalk Menu","6201-6209 W PETERSON AVE",2018,31600.39,36647,"6201 W PETERSON AVE","6209 W PETERSON AVE"
45,"Sidewalk Menu","4137-4141 N LARAMIE AVE",2018,13911.33,36648,"4137 N LARAMIE AVE","4141 N LARAMIE AVE"
46,"Sidewalk Menu","639-655 W GRACE ST",2017,26413.8,37130,"639 W GRACE ST","655 W GRACE ST"
46,"Sidewalk Menu","4016-4024 N SHERIDAN RD",2018,21501.32,37156,"4016 N SHERIDAN RD","4024 N SHERIDAN RD"
46,"Sidewalk Menu","4016-4024 N SHERIDAN RD",2018,3766.19,37158,"4016 N SHERIDAN RD","4024 N SHERIDAN RD"
46,"Sidewalk Menu","636-640 W GRACE ST",2019,7835.13,37192,"636 W GRACE ST","640 W GRACE ST"
46,"Miscellaneous CDOT Projects","841-843 W GUNNISON ST",2021,500,37219,"841 W GUNNISON ST","843 W GUNNISON ST"
46,"Sidewalk Menu","4649-4653 N MAGNOLIA AVE",2021,35480.38,37228,"4649 N MAGNOLIA AVE","4653 N MAGNOLIA AVE"
46,"Sidewalk Menu","4818-4820 N WINTHROP AVE",2021,14210.74,37230,"4818 N WINTHROP AVE","4820 N WINTHROP AVE"
46,"Sidewalk Menu","804-814 W LAKESIDE PL",2021,11032.53,37232,"804 W LAKESIDE PL","814 W LAKESIDE PL"
46,"Sidewalk Menu","4417-4419 N MAGNOLIA AVE",2022,1175.28,37257,"4417 N MAGNOLIA AVE","4419 N MAGNOLIA AVE"
46,"Sidewalk Menu","4506-4509 N MAGNOLIA AVE",2022,3535.28,37258,"4506 N MAGNOLIA AVE","4509 N MAGNOLIA AVE"
46,"Sidewalk Menu","4801-4807 N WINTHROP AVE",2022,4471.02,37260,"4801 N WINTHROP AVE","4807 N WINTHROP AVE"
46,"Sidewalk Menu","841-843 W GUNNISON ST",2022,2944.34,37261,"841 W GUNNISON ST","843 W GUNNISON ST"
46,"Sidewalk Menu","915-917 W GUNNISON ST",2022,3535.28,37262,"915 W GUNNISON ST","917 W GUNNISON ST"
46,"Sidewalk Menu","939-941 W GUNNISON ST",2022,2734.77,37264,"939 W GUNNISON ST","941 W GUNNISON ST"
47,"Alley Resurfacing Menu","3905-3911 N HAMILTON AVE",2017,14224.47,37991,"3905 N HAMILTON AVE","3911 N HAMILTON AVE"
47,"Curb & Gutter Menu","4712-4716 N WOLCOTT AVE",2018,7989.53,38078,"4712 N WOLCOTT AVE","4716 N WOLCOTT AVE"
47,"Curb & Gutter Menu","2336-2344 W CULLOM AVE",2018,7131.91,38079,"2336 W CULLOM AVE","2344 W CULLOM AVE"
47,"Curb & Gutter Menu","1827-1833 W ROSCOE ST",2021,33149.2,38204,"1827 W ROSCOE ST","1833 W ROSCOE ST"
47,"Sidewalk Menu","2220-2222 W WILSON AVE",2022,6231.34,38294,"2220 W WILSON AVE","2222 W WILSON AVE"
47,"Sidewalk Menu","4405-4437 N ASHLAND AVE",2022,34431.69,38297,"4405 N ASHLAND AVE","4437 N ASHLAND AVE"
48,"Miscellaneous-CDOT","932-34 W Carmen-French Drain",2006,7500,38375,"932 W Carmen-French Drain","934 W Carmen-French Drain"
48,"Miscellaneous-CDOT","5244-5413-5427-5517-5525 N. Lakewood/5239 N. Wayne",2008,138245,38454,"5244 N. Lakewood/5239 N. Wayne","5413 N. Lakewood/5239 N. Wayne"
48,"Curb & Gutter Menu","1331-1339 W ELMDALE AVE",2017,1557.32,38777,"1331 W ELMDALE AVE","1339 W ELMDALE AVE"
48,"Alley Resurfacing Menu","5630-5640 N KENMORE AVE",2018,12022.03,38830,"5630 N KENMORE AVE","5640 N KENMORE AVE"
48,"Alley Resurfacing Menu","6230-6240 N KENMORE AVE",2018,6801.16,38831,"6230 N KENMORE AVE","6240 N KENMORE AVE"
48,"Curb & Gutter Menu","1401-1403 W HOOD AVE",2018,15932.02,38842,"1401 W HOOD AVE","1403 W HOOD AVE"
48,"Curb & Gutter Menu","6257-6259 N SHERIDAN RD",2018,6505.64,38843,"6257 N SHERIDAN RD","6259 N SHERIDAN RD"
48,"Curb & Gutter Menu","5525-5533 N BROADWAY",2018,18386.21,38844,"5525 N BROADWAY","5533 N BROADWAY"
48,"Curb & Gutter Menu","1322-1324 W HOLLYWOOD AVE",2018,3978.1,38845,"1322 W HOLLYWOOD AVE","1324 W HOLLYWOOD AVE"
48,"Curb & Gutter Menu","1205-1209 W BRYN MAWR AVE",2018,25281.72,38846,"1205 W BRYN MAWR AVE","1209 W BRYN MAWR AVE"
48,"Curb & Gutter Menu","1255-1259 W BALMORAL AVE",2018,17909.87,38847,"1255 W BALMORAL AVE","1259 W BALMORAL AVE"
48,"Curb & Gutter Menu","1331-1339 W ELMDALE AVE",2018,12195.19,38848,"1331 W ELMDALE AVE","1339 W ELMDALE AVE"
48,"Curb & Gutter Menu","1501-1503 W ROSEMONT AVE",2018,2620.92,38849,"1501 W ROSEMONT AVE","1503 W ROSEMONT AVE"
48,"Curb & Gutter Menu","1401-1403 W HOOD AVE",2018,2049.24,38852,"1401 W HOOD AVE","1403 W HOOD AVE"
48,"Curb & Gutter Menu","5321-5333 N LAKEWOOD AVE",2018,23328.48,38853,"5321 N LAKEWOOD AVE","5333 N LAKEWOOD AVE"
48,"Curb & Gutter Menu","5321-5333 N LAKEWOOD AVE",2018,6056.86,38854,"5321 N LAKEWOOD AVE","5333 N LAKEWOOD AVE"
48,"Sidewalk Menu","1443-1445 W RASCHER AVE",2018,10557,38860,"1443 W RASCHER AVE","1445 W RASCHER AVE"
48,"Sidewalk Menu","6234-6238 N BROADWAY",2018,8721,38861,"6234 N BROADWAY","6238 N BROADWAY"
48,"Curb & Gutter Menu","5329-5335 N GLENWOOD AVE",2019,9894.65,38893,"5329 N GLENWOOD AVE","5335 N GLENWOOD AVE"
48,"Curb & Gutter Menu","918-940 W WINONA ST",2019,20078.38,38895,"918 W WINONA ST","940 W WINONA ST"
48,"Curb & Gutter Menu","1300-1314 W ROSEMONT AVE",2019,30286.75,38897,"1300 W ROSEMONT AVE","1314 W ROSEMONT AVE"
48,"Curb & Gutter Menu","1400-1408 W ROSEMONT AVE",2019,9027.96,38898,"1400 W ROSEMONT AVE","1408 W ROSEMONT AVE"
48,"Curb & Gutter Menu","1350-1358 W ELMDALE AVE",2019,20032.67,38900,"1350 W ELMDALE AVE","1358 W ELMDALE AVE"
48,"Curb & Gutter Menu","5950-5958 N GLENWOOD AVE",2019,9994.75,38909,"5950 N GLENWOOD AVE","5958 N GLENWOOD AVE"
48,"Curb & Gutter Menu","5427-5431 N LAKEWOOD AVE",2019,7755.38,38910,"5427 N LAKEWOOD AVE","5431 N LAKEWOOD AVE"
48,"Curb & Gutter Menu","1214-1230 W NORWOOD ST",2019,8902.85,38912,"1214 W NORWOOD ST","1230 W NORWOOD ST"
48,"Curb & Gutter Menu","6122-6132 N GLENWOOD AVE",2020,38741.45,38964,"6122 N GLENWOOD AVE","6132 N GLENWOOD AVE"
48,"Curb & Gutter Menu","914-936 W MARGATE TER",2020,3519.9,38965,"914 W MARGATE TER","936 W MARGATE TER"
48,"Sidewalk Menu","5408-5410 N BROADWAY",2020,34972.27,38968,"5408 N BROADWAY","5410 N BROADWAY"
48,"Curb & Gutter Menu","6225-6227 N KENMORE AVE",2021,43600.16,38988,"6225 N KENMORE AVE","6227 N KENMORE AVE"
48,"Sidewalk Menu","1140-1156 W BALMORAL AVE",2021,62332.08,38991,"1140 W BALMORAL AVE","1156 W BALMORAL AVE"
48,"Curb & Gutter Menu","1301-1321 W HOOD AVE",2022,35364.6,39025,"1301 W HOOD AVE","1321 W HOOD AVE"
48,"Curb & Gutter Menu","1400-1402 W HOOD AVE",2022,4454.5,39027,"1400 W HOOD AVE","1402 W HOOD AVE"
